,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
154691,Deschutes County,OR,Mohave County,AZ,60,1225,1225000,1617,2016,2017,outflow,Deschutes County-Mohave County-AZ-1617,"Mohave County, AZ"
154692,Deschutes County,OR,Thurston County,WA,55,1482,1482000,1617,2016,2017,outflow,Deschutes County-Thurston County-WA-1617,"Thurston County, WA"
154693,Deschutes County,OR,Shasta County,CA,47,927,927000,1617,2016,2017,outflow,Deschutes County-Shasta County-CA-1617,"Shasta County, CA"
154694,Deschutes County,OR,Travis County,TX,39,2198,2198000,1617,2016,2017,outflow,Deschutes County-Travis County-TX-1617,"Travis County, TX"
154695,Deschutes County,OR,Salt Lake County,UT,44,970,970000,1617,2016,2017,outflow,Deschutes County-Salt Lake County-UT-1617,"Salt Lake County, UT"
154696,Deschutes County,OR,Benton County,WA,60,1841,1841000,1617,2016,2017,outflow,Deschutes County-Benton County-WA-1617,"Benton County, WA"
154697,Deschutes County,OR,Union County,OR,40,1159,1159000,1617,2016,2017,outflow,Deschutes County-Union County-OR-1617,"Union County, OR"
154698,Deschutes County,OR,Sacramento County,CA,59,1687,1687000,1617,2016,2017,outflow,Deschutes County-Sacramento County-CA-1617,"Sacramento County, CA"
154699,Deschutes County,OR,Boulder County,CO,35,1420,1420000,1617,2016,2017,outflow,Deschutes County-Boulder County-CO-1617,"Boulder County, CO"
154700,Deschutes County,OR,Gallatin County,MT,46,984,984000,1617,2016,2017,outflow,Deschutes County-Gallatin County-MT-1617,"Gallatin County, MT"
154701,Deschutes County,OR,Lake County,OR,39,1275,1275000,1617,2016,2017,outflow,Deschutes County-Lake County-OR-1617,"Lake County, OR"
154702,Deschutes County,OR,Santa Clara County,CA,39,2652,2652000,1617,2016,2017,outflow,Deschutes County-Santa Clara County-CA-1617,"Santa Clara County, CA"
154703,Deschutes County,OR,Grant County,OR,32,221,221000,1617,2016,2017,outflow,Deschutes County-Grant County-OR-1617,"Grant County, OR"
154704,Deschutes County,OR,Yakima County,WA,36,813,813000,1617,2016,2017,outflow,Deschutes County-Yakima County-WA-1617,"Yakima County, WA"
154712,Douglas County,OR,Douglas County Total Migration-US and Foreign,OR,4706,130655,130655000,1617,2016,2017,outflow,Douglas County total migration-1617,"Douglas County Total Migration-US and Foreign, OR"
154718,Douglas County,OR,Lane County,OR,753,22263,22263000,1617,2016,2017,outflow,Douglas County-Lane County-OR-1617,"Lane County, OR"
154719,Douglas County,OR,Coos County,OR,259,4867,4867000,1617,2016,2017,outflow,Douglas County-Coos County-OR-1617,"Coos County, OR"
154720,Douglas County,OR,Jackson County,OR,207,5152,5152000,1617,2016,2017,outflow,Douglas County-Jackson County-OR-1617,"Jackson County, OR"
154721,Douglas County,OR,Josephine County,OR,153,3291,3291000,1617,2016,2017,outflow,Douglas County-Josephine County-OR-1617,"Josephine County, OR"
154722,Douglas County,OR,Deschutes County,OR,144,3965,3965000,1617,2016,2017,outflow,Douglas County-Deschutes County-OR-1617,"Deschutes County, OR"
154723,Douglas County,OR,Marion County,OR,130,2645,2645000,1617,2016,2017,outflow,Douglas County-Marion County-OR-1617,"Marion County, OR"
154724,Douglas County,OR,Linn County,OR,123,3059,3059000,1617,2016,2017,outflow,Douglas County-Linn County-OR-1617,"Linn County, OR"
154725,Douglas County,OR,Multnomah County,OR,105,3767,3767000,1617,2016,2017,outflow,Douglas County-Multnomah County-OR-1617,"Multnomah County, OR"
154726,Douglas County,OR,Washington County,OR,111,2208,2208000,1617,2016,2017,outflow,Douglas County-Washington County-OR-1617,"Washington County, OR"
154727,Douglas County,OR,Clackamas County,OR,100,2928,2928000,1617,2016,2017,outflow,Douglas County-Clackamas County-OR-1617,"Clackamas County, OR"
154728,Douglas County,OR,Clark County,WA,91,3247,3247000,1617,2016,2017,outflow,Douglas County-Clark County-WA-1617,"Clark County, WA"
154729,Douglas County,OR,Benton County,OR,58,1261,1261000,1617,2016,2017,outflow,Douglas County-Benton County-OR-1617,"Benton County, OR"
154730,Douglas County,OR,Maricopa County,AZ,69,2003,2003000,1617,2016,2017,outflow,Douglas County-Maricopa County-AZ-1617,"Maricopa County, AZ"
154731,Douglas County,OR,Polk County,OR,81,1725,1725000,1617,2016,2017,outflow,Douglas County-Polk County-OR-1617,"Polk County, OR"
154732,Douglas County,OR,Klamath County,OR,65,944,944000,1617,2016,2017,outflow,Douglas County-Klamath County-OR-1617,"Klamath County, OR"
154733,Douglas County,OR,Lincoln County,OR,53,898,898000,1617,2016,2017,outflow,Douglas County-Lincoln County-OR-1617,"Lincoln County, OR"
154734,Douglas County,OR,Sacramento County,CA,40,1003,1003000,1617,2016,2017,outflow,Douglas County-Sacramento County-CA-1617,"Sacramento County, CA"
154735,Douglas County,OR,Riverside County,CA,29,1106,1106000,1617,2016,2017,outflow,Douglas County-Riverside County-CA-1617,"Riverside County, CA"
154736,Douglas County,OR,Washoe County,NV,38,1003,1003000,1617,2016,2017,outflow,Douglas County-Washoe County-NV-1617,"Washoe County, NV"
154737,Douglas County,OR,Curry County,OR,37,1064,1064000,1617,2016,2017,outflow,Douglas County-Curry County-OR-1617,"Curry County, OR"
154738,Douglas County,OR,King County,WA,38,1383,1383000,1617,2016,2017,outflow,Douglas County-King County-WA-1617,"King County, WA"
154746,Gilliam County,OR,Gilliam County Total Migration-US and Foreign,OR,130,2981,2981000,1617,2016,2017,outflow,Gilliam County total migration-1617,"Gilliam County Total Migration-US and Foreign, OR"
154757,Grant County,OR,Grant County Total Migration-US and Foreign,OR,378,9440,9440000,1617,2016,2017,outflow,Grant County total migration-1617,"Grant County Total Migration-US and Foreign, OR"
154770,Harney County,OR,Harney County Total Migration-US and Foreign,OR,377,8339,8339000,1617,2016,2017,outflow,Harney County total migration-1617,"Harney County Total Migration-US and Foreign, OR"
154776,Harney County,OR,Deschutes County,OR,46,864,864000,1617,2016,2017,outflow,Harney County-Deschutes County-OR-1617,"Deschutes County, OR"
154784,Hood River County,OR,Hood River County Total Migration-US and Foreign,OR,1520,46114,46114000,1617,2016,2017,outflow,Hood River County total migration-1617,"Hood River County Total Migration-US and Foreign, OR"
154790,Hood River County,OR,Wasco County,OR,362,8979,8979000,1617,2016,2017,outflow,Hood River County-Wasco County-OR-1617,"Wasco County, OR"
154791,Hood River County,OR,Multnomah County,OR,148,6146,6146000,1617,2016,2017,outflow,Hood River County-Multnomah County-OR-1617,"Multnomah County, OR"
154792,Hood River County,OR,Klickitat County,WA,199,6486,6486000,1617,2016,2017,outflow,Hood River County-Klickitat County-WA-1617,"Klickitat County, WA"
154793,Hood River County,OR,Washington County,OR,83,2143,2143000,1617,2016,2017,outflow,Hood River County-Washington County-OR-1617,"Washington County, OR"
154794,Hood River County,OR,Clark County,WA,49,1304,1304000,1617,2016,2017,outflow,Hood River County-Clark County-WA-1617,"Clark County, WA"
154795,Hood River County,OR,Deschutes County,OR,49,2448,2448000,1617,2016,2017,outflow,Hood River County-Deschutes County-OR-1617,"Deschutes County, OR"
154796,Hood River County,OR,Clackamas County,OR,47,981,981000,1617,2016,2017,outflow,Hood River County-Clackamas County-OR-1617,"Clackamas County, OR"
154804,Jackson County,OR,Jackson County Total Migration-US and Foreign,OR,9534,256774,256774000,1617,2016,2017,outflow,Jackson County total migration-1617,"Jackson County Total Migration-US and Foreign, OR"
154810,Jackson County,OR,Josephine County,OR,1142,23756,23756000,1617,2016,2017,outflow,Jackson County-Josephine County-OR-1617,"Josephine County, OR"
154811,Jackson County,OR,Lane County,OR,430,9789,9789000,1617,2016,2017,outflow,Jackson County-Lane County-OR-1617,"Lane County, OR"
154812,Jackson County,OR,Multnomah County,OR,313,12024,12024000,1617,2016,2017,outflow,Jackson County-Multnomah County-OR-1617,"Multnomah County, OR"
154813,Jackson County,OR,Deschutes County,OR,312,9842,9842000,1617,2016,2017,outflow,Jackson County-Deschutes County-OR-1617,"Deschutes County, OR"
154814,Jackson County,OR,Washington County,OR,259,7175,7175000,1617,2016,2017,outflow,Jackson County-Washington County-OR-1617,"Washington County, OR"
154815,Jackson County,OR,Klamath County,OR,270,4900,4900000,1617,2016,2017,outflow,Jackson County-Klamath County-OR-1617,"Klamath County, OR"
154816,Jackson County,OR,Douglas County,OR,252,5025,5025000,1617,2016,2017,outflow,Jackson County-Douglas County-OR-1617,"Douglas County, OR"
154817,Jackson County,OR,Marion County,OR,187,4420,4420000,1617,2016,2017,outflow,Jackson County-Marion County-OR-1617,"Marion County, OR"
154818,Jackson County,OR,Clackamas County,OR,154,6206,6206000,1617,2016,2017,outflow,Jackson County-Clackamas County-OR-1617,"Clackamas County, OR"
154819,Jackson County,OR,Los Angeles County,CA,136,4743,4743000,1617,2016,2017,outflow,Jackson County-Los Angeles County-CA-1617,"Los Angeles County, CA"
154820,Jackson County,OR,Maricopa County,AZ,177,4401,4401000,1617,2016,2017,outflow,Jackson County-Maricopa County-AZ-1617,"Maricopa County, AZ"
154821,Jackson County,OR,Coos County,OR,146,3185,3185000,1617,2016,2017,outflow,Jackson County-Coos County-OR-1617,"Coos County, OR"
154822,Jackson County,OR,San Diego County,CA,124,3128,3128000,1617,2016,2017,outflow,Jackson County-San Diego County-CA-1617,"San Diego County, CA"
154823,Jackson County,OR,Clark County,WA,147,3945,3945000,1617,2016,2017,outflow,Jackson County-Clark County-WA-1617,"Clark County, WA"
154824,Jackson County,OR,King County,WA,96,3348,3348000,1617,2016,2017,outflow,Jackson County-King County-WA-1617,"King County, WA"
154825,Jackson County,OR,Curry County,OR,105,2508,2508000,1617,2016,2017,outflow,Jackson County-Curry County-OR-1617,"Curry County, OR"
154826,Jackson County,OR,Clark County,NV,107,3119,3119000,1617,2016,2017,outflow,Jackson County-Clark County-NV-1617,"Clark County, NV"
154827,Jackson County,OR,Siskiyou County,CA,114,1759,1759000,1617,2016,2017,outflow,Jackson County-Siskiyou County-CA-1617,"Siskiyou County, CA"
154828,Jackson County,OR,Riverside County,CA,103,2376,2376000,1617,2016,2017,outflow,Jackson County-Riverside County-CA-1617,"Riverside County, CA"
154829,Jackson County,OR,Sacramento County,CA,111,2499,2499000,1617,2016,2017,outflow,Jackson County-Sacramento County-CA-1617,"Sacramento County, CA"
154830,Jackson County,OR,Ada County,ID,106,3513,3513000,1617,2016,2017,outflow,Jackson County-Ada County-ID-1617,"Ada County, ID"
154831,Jackson County,OR,Orange County,CA,86,2971,2971000,1617,2016,2017,outflow,Jackson County-Orange County-CA-1617,"Orange County, CA"
154832,Jackson County,OR,Shasta County,CA,105,1747,1747000,1617,2016,2017,outflow,Jackson County-Shasta County-CA-1617,"Shasta County, CA"
154833,Jackson County,OR,Linn County,OR,95,1935,1935000,1617,2016,2017,outflow,Jackson County-Linn County-OR-1617,"Linn County, OR"
154834,Jackson County,OR,Benton County,OR,63,1394,1394000,1617,2016,2017,outflow,Jackson County-Benton County-OR-1617,"Benton County, OR"
154835,Jackson County,OR,Contra Costa County,CA,56,1975,1975000,1617,2016,2017,outflow,Jackson County-Contra Costa County-CA-1617,"Contra Costa County, CA"
154836,Jackson County,OR,Sonoma County,CA,66,1629,1629000,1617,2016,2017,outflow,Jackson County-Sonoma County-CA-1617,"Sonoma County, CA"
154837,Jackson County,OR,Washoe County,NV,54,1651,1651000,1617,2016,2017,outflow,Jackson County-Washoe County-NV-1617,"Washoe County, NV"
154838,Jackson County,OR,Alameda County,CA,52,1964,1964000,1617,2016,2017,outflow,Jackson County-Alameda County-CA-1617,"Alameda County, CA"
154839,Jackson County,OR,San Bernardino County,CA,62,1082,1082000,1617,2016,2017,outflow,Jackson County-San Bernardino County-CA-1617,"San Bernardino County, CA"
154840,Jackson County,OR,Pierce County,WA,62,1076,1076000,1617,2016,2017,outflow,Jackson County-Pierce County-WA-1617,"Pierce County, WA"
154841,Jackson County,OR,Placer County,CA,63,2094,2094000,1617,2016,2017,outflow,Jackson County-Placer County-CA-1617,"Placer County, CA"
154842,Jackson County,OR,Lincoln County,OR,54,1553,1553000,1617,2016,2017,outflow,Jackson County-Lincoln County-OR-1617,"Lincoln County, OR"
154843,Jackson County,OR,Yamhill County,OR,41,1037,1037000,1617,2016,2017,outflow,Jackson County-Yamhill County-OR-1617,"Yamhill County, OR"
154844,Jackson County,OR,Polk County,OR,64,1688,1688000,1617,2016,2017,outflow,Jackson County-Polk County-OR-1617,"Polk County, OR"
154845,Jackson County,OR,Snohomish County,WA,47,1441,1441000,1617,2016,2017,outflow,Jackson County-Snohomish County-WA-1617,"Snohomish County, WA"
154846,Jackson County,OR,Pima County,AZ,44,1227,1227000,1617,2016,2017,outflow,Jackson County-Pima County-AZ-1617,"Pima County, AZ"
154847,Jackson County,OR,Salt Lake County,UT,54,1148,1148000,1617,2016,2017,outflow,Jackson County-Salt Lake County-UT-1617,"Salt Lake County, UT"
154848,Jackson County,OR,Yavapai County,AZ,47,1339,1339000,1617,2016,2017,outflow,Jackson County-Yavapai County-AZ-1617,"Yavapai County, AZ"
154849,Jackson County,OR,Kern County,CA,39,497,497000,1617,2016,2017,outflow,Jackson County-Kern County-CA-1617,"Kern County, CA"
154850,Jackson County,OR,Canyon County,ID,53,1364,1364000,1617,2016,2017,outflow,Jackson County-Canyon County-ID-1617,"Canyon County, ID"
154851,Jackson County,OR,Spokane County,WA,50,2111,2111000,1617,2016,2017,outflow,Jackson County-Spokane County-WA-1617,"Spokane County, WA"
154852,Jackson County,OR,Humboldt County,CA,32,945,945000,1617,2016,2017,outflow,Jackson County-Humboldt County-CA-1617,"Humboldt County, CA"
154853,Jackson County,OR,Santa Clara County,CA,31,1185,1185000,1617,2016,2017,outflow,Jackson County-Santa Clara County-CA-1617,"Santa Clara County, CA"
154854,Jackson County,OR,San Francisco County,CA,25,1186,1186000,1617,2016,2017,outflow,Jackson County-San Francisco County-CA-1617,"San Francisco County, CA"
154862,Jefferson County,OR,Jefferson County Total Migration-US and Foreign,OR,1332,30656,30656000,1617,2016,2017,outflow,Jefferson County total migration-1617,"Jefferson County Total Migration-US and Foreign, OR"
154868,Jefferson County,OR,Deschutes County,OR,417,8636,8636000,1617,2016,2017,outflow,Jefferson County-Deschutes County-OR-1617,"Deschutes County, OR"
154869,Jefferson County,OR,Crook County,OR,89,1809,1809000,1617,2016,2017,outflow,Jefferson County-Crook County-OR-1617,"Crook County, OR"
154870,Jefferson County,OR,Clackamas County,OR,59,3297,3297000,1617,2016,2017,outflow,Jefferson County-Clackamas County-OR-1617,"Clackamas County, OR"
154871,Jefferson County,OR,Multnomah County,OR,35,1473,1473000,1617,2016,2017,outflow,Jefferson County-Multnomah County-OR-1617,"Multnomah County, OR"
154879,Josephine County,OR,Josephine County Total Migration-US and Foreign,OR,4027,99617,99617000,1617,2016,2017,outflow,Josephine County total migration-1617,"Josephine County Total Migration-US and Foreign, OR"
154885,Josephine County,OR,Jackson County,OR,1050,26709,26709000,1617,2016,2017,outflow,Josephine County-Jackson County-OR-1617,"Jackson County, OR"
154886,Josephine County,OR,Lane County,OR,194,4001,4001000,1617,2016,2017,outflow,Josephine County-Lane County-OR-1617,"Lane County, OR"
154887,Josephine County,OR,Douglas County,OR,204,3420,3420000,1617,2016,2017,outflow,Josephine County-Douglas County-OR-1617,"Douglas County, OR"
154888,Josephine County,OR,Multnomah County,OR,90,1674,1674000,1617,2016,2017,outflow,Josephine County-Multnomah County-OR-1617,"Multnomah County, OR"
154889,Josephine County,OR,Maricopa County,AZ,93,2776,2776000,1617,2016,2017,outflow,Josephine County-Maricopa County-AZ-1617,"Maricopa County, AZ"
154890,Josephine County,OR,Washington County,OR,72,1714,1714000,1617,2016,2017,outflow,Josephine County-Washington County-OR-1617,"Washington County, OR"
154891,Josephine County,OR,Marion County,OR,77,1893,1893000,1617,2016,2017,outflow,Josephine County-Marion County-OR-1617,"Marion County, OR"
154892,Josephine County,OR,Coos County,OR,66,3201,3201000,1617,2016,2017,outflow,Josephine County-Coos County-OR-1617,"Coos County, OR"
154893,Josephine County,OR,Curry County,OR,70,1836,1836000,1617,2016,2017,outflow,Josephine County-Curry County-OR-1617,"Curry County, OR"
154894,Josephine County,OR,Clackamas County,OR,59,1299,1299000,1617,2016,2017,outflow,Josephine County-Clackamas County-OR-1617,"Clackamas County, OR"
154895,Josephine County,OR,Deschutes County,OR,72,2586,2586000,1617,2016,2017,outflow,Josephine County-Deschutes County-OR-1617,"Deschutes County, OR"
154896,Josephine County,OR,Clark County,NV,65,1291,1291000,1617,2016,2017,outflow,Josephine County-Clark County-NV-1617,"Clark County, NV"
154897,Josephine County,OR,Los Angeles County,CA,53,2554,2554000,1617,2016,2017,outflow,Josephine County-Los Angeles County-CA-1617,"Los Angeles County, CA"
154898,Josephine County,OR,Klamath County,OR,51,671,671000,1617,2016,2017,outflow,Josephine County-Klamath County-OR-1617,"Klamath County, OR"
154899,Josephine County,OR,Orange County,CA,35,1081,1081000,1617,2016,2017,outflow,Josephine County-Orange County-CA-1617,"Orange County, CA"
154900,Josephine County,OR,Linn County,OR,36,603,603000,1617,2016,2017,outflow,Josephine County-Linn County-OR-1617,"Linn County, OR"
154908,Klamath County,OR,Klamath County Total Migration-US and Foreign,OR,3583,82855,82855000,1617,2016,2017,outflow,Klamath County total migration-1617,"Klamath County Total Migration-US and Foreign, OR"
154914,Klamath County,OR,Jackson County,OR,315,8396,8396000,1617,2016,2017,outflow,Klamath County-Jackson County-OR-1617,"Jackson County, OR"
154915,Klamath County,OR,Deschutes County,OR,260,6547,6547000,1617,2016,2017,outflow,Klamath County-Deschutes County-OR-1617,"Deschutes County, OR"
154916,Klamath County,OR,Lane County,OR,161,3940,3940000,1617,2016,2017,outflow,Klamath County-Lane County-OR-1617,"Lane County, OR"
154917,Klamath County,OR,Washington County,OR,109,2523,2523000,1617,2016,2017,outflow,Klamath County-Washington County-OR-1617,"Washington County, OR"
154918,Klamath County,OR,Josephine County,OR,98,2095,2095000,1617,2016,2017,outflow,Klamath County-Josephine County-OR-1617,"Josephine County, OR"
154919,Klamath County,OR,Marion County,OR,103,2265,2265000,1617,2016,2017,outflow,Klamath County-Marion County-OR-1617,"Marion County, OR"
154920,Klamath County,OR,Douglas County,OR,98,1922,1922000,1617,2016,2017,outflow,Klamath County-Douglas County-OR-1617,"Douglas County, OR"
154921,Klamath County,OR,Multnomah County,OR,68,1819,1819000,1617,2016,2017,outflow,Klamath County-Multnomah County-OR-1617,"Multnomah County, OR"
154922,Klamath County,OR,Clackamas County,OR,63,1437,1437000,1617,2016,2017,outflow,Klamath County-Clackamas County-OR-1617,"Clackamas County, OR"
154923,Klamath County,OR,Linn County,OR,80,1586,1586000,1617,2016,2017,outflow,Klamath County-Linn County-OR-1617,"Linn County, OR"
154924,Klamath County,OR,Clark County,WA,65,1804,1804000,1617,2016,2017,outflow,Klamath County-Clark County-WA-1617,"Clark County, WA"
154925,Klamath County,OR,Siskiyou County,CA,79,1194,1194000,1617,2016,2017,outflow,Klamath County-Siskiyou County-CA-1617,"Siskiyou County, CA"
154926,Klamath County,OR,Coos County,OR,51,1029,1029000,1617,2016,2017,outflow,Klamath County-Coos County-OR-1617,"Coos County, OR"
154927,Klamath County,OR,Lake County,OR,58,2183,2183000,1617,2016,2017,outflow,Klamath County-Lake County-OR-1617,"Lake County, OR"
154928,Klamath County,OR,Maricopa County,AZ,50,815,815000,1617,2016,2017,outflow,Klamath County-Maricopa County-AZ-1617,"Maricopa County, AZ"
154929,Klamath County,OR,Shasta County,CA,39,693,693000,1617,2016,2017,outflow,Klamath County-Shasta County-CA-1617,"Shasta County, CA"
154930,Klamath County,OR,Benton County,OR,25,723,723000,1617,2016,2017,outflow,Klamath County-Benton County-OR-1617,"Benton County, OR"
154931,Klamath County,OR,King County,WA,39,1582,1582000,1617,2016,2017,outflow,Klamath County-King County-WA-1617,"King County, WA"
154932,Klamath County,OR,Washoe County,NV,37,739,739000,1617,2016,2017,outflow,Klamath County-Washoe County-NV-1617,"Washoe County, NV"
154940,Lake County,OR,Lake County Total Migration-US and Foreign,OR,449,11428,11428000,1617,2016,2017,outflow,Lake County total migration-1617,"Lake County Total Migration-US and Foreign, OR"
154946,Lake County,OR,Klamath County,OR,60,876,876000,1617,2016,2017,outflow,Lake County-Klamath County-OR-1617,"Klamath County, OR"
154947,Lake County,OR,Deschutes County,OR,34,1374,1374000,1617,2016,2017,outflow,Lake County-Deschutes County-OR-1617,"Deschutes County, OR"
154955,Lane County,OR,Lane County Total Migration-US and Foreign,OR,16705,502195,502195000,1617,2016,2017,outflow,Lane County total migration-1617,"Lane County Total Migration-US and Foreign, OR"
154961,Lane County,OR,Multnomah County,OR,1101,34347,34347000,1617,2016,2017,outflow,Lane County-Multnomah County-OR-1617,"Multnomah County, OR"
154962,Lane County,OR,Linn County,OR,1045,24840,24840000,1617,2016,2017,outflow,Lane County-Linn County-OR-1617,"Linn County, OR"
154963,Lane County,OR,Washington County,OR,665,20000,20000000,1617,2016,2017,outflow,Lane County-Washington County-OR-1617,"Washington County, OR"
154964,Lane County,OR,Deschutes County,OR,736,26021,26021000,1617,2016,2017,outflow,Lane County-Deschutes County-OR-1617,"Deschutes County, OR"
154965,Lane County,OR,Douglas County,OR,689,15776,15776000,1617,2016,2017,outflow,Lane County-Douglas County-OR-1617,"Douglas County, OR"
154966,Lane County,OR,Marion County,OR,536,14886,14886000,1617,2016,2017,outflow,Lane County-Marion County-OR-1617,"Marion County, OR"
154967,Lane County,OR,Clackamas County,OR,425,14292,14292000,1617,2016,2017,outflow,Lane County-Clackamas County-OR-1617,"Clackamas County, OR"
154968,Lane County,OR,Benton County,OR,404,10115,10115000,1617,2016,2017,outflow,Lane County-Benton County-OR-1617,"Benton County, OR"
154969,Lane County,OR,King County,WA,345,11469,11469000,1617,2016,2017,outflow,Lane County-King County-WA-1617,"King County, WA"
154970,Lane County,OR,Jackson County,OR,355,8577,8577000,1617,2016,2017,outflow,Lane County-Jackson County-OR-1617,"Jackson County, OR"
154971,Lane County,OR,Maricopa County,AZ,302,10937,10937000,1617,2016,2017,outflow,Lane County-Maricopa County-AZ-1617,"Maricopa County, AZ"
154972,Lane County,OR,Clark County,WA,303,9931,9931000,1617,2016,2017,outflow,Lane County-Clark County-WA-1617,"Clark County, WA"
154973,Lane County,OR,Los Angeles County,CA,215,5953,5953000,1617,2016,2017,outflow,Lane County-Los Angeles County-CA-1617,"Los Angeles County, CA"
154974,Lane County,OR,Coos County,OR,257,5606,5606000,1617,2016,2017,outflow,Lane County-Coos County-OR-1617,"Coos County, OR"
154975,Lane County,OR,San Diego County,CA,162,7623,7623000,1617,2016,2017,outflow,Lane County-San Diego County-CA-1617,"San Diego County, CA"
154976,Lane County,OR,Lincoln County,OR,175,3959,3959000,1617,2016,2017,outflow,Lane County-Lincoln County-OR-1617,"Lincoln County, OR"
154977,Lane County,OR,Klamath County,OR,164,3952,3952000,1617,2016,2017,outflow,Lane County-Klamath County-OR-1617,"Klamath County, OR"
154978,Lane County,OR,Polk County,OR,156,4021,4021000,1617,2016,2017,outflow,Lane County-Polk County-OR-1617,"Polk County, OR"
154979,Lane County,OR,Clark County,NV,135,4005,4005000,1617,2016,2017,outflow,Lane County-Clark County-NV-1617,"Clark County, NV"
154980,Lane County,OR,Orange County,CA,113,5029,5029000,1617,2016,2017,outflow,Lane County-Orange County-CA-1617,"Orange County, CA"
154981,Lane County,OR,Josephine County,OR,159,3172,3172000,1617,2016,2017,outflow,Lane County-Josephine County-OR-1617,"Josephine County, OR"
154982,Lane County,OR,Ada County,ID,165,5912,5912000,1617,2016,2017,outflow,Lane County-Ada County-ID-1617,"Ada County, ID"
154983,Lane County,OR,Pierce County,WA,123,3074,3074000,1617,2016,2017,outflow,Lane County-Pierce County-WA-1617,"Pierce County, WA"
154984,Lane County,OR,Snohomish County,WA,103,2708,2708000,1617,2016,2017,outflow,Lane County-Snohomish County-WA-1617,"Snohomish County, WA"
154985,Lane County,OR,Sacramento County,CA,98,2907,2907000,1617,2016,2017,outflow,Lane County-Sacramento County-CA-1617,"Sacramento County, CA"
154986,Lane County,OR,Riverside County,CA,87,2121,2121000,1617,2016,2017,outflow,Lane County-Riverside County-CA-1617,"Riverside County, CA"
154987,Lane County,OR,Yamhill County,OR,93,2479,2479000,1617,2016,2017,outflow,Lane County-Yamhill County-OR-1617,"Yamhill County, OR"
154988,Lane County,OR,Pima County,AZ,87,3120,3120000,1617,2016,2017,outflow,Lane County-Pima County-AZ-1617,"Pima County, AZ"
154989,Lane County,OR,Alameda County,CA,70,2596,2596000,1617,2016,2017,outflow,Lane County-Alameda County-CA-1617,"Alameda County, CA"
154990,Lane County,OR,Salt Lake County,UT,104,4663,4663000,1617,2016,2017,outflow,Lane County-Salt Lake County-UT-1617,"Salt Lake County, UT"
154991,Lane County,OR,Santa Clara County,CA,63,2514,2514000,1617,2016,2017,outflow,Lane County-Santa Clara County-CA-1617,"Santa Clara County, CA"
154992,Lane County,OR,Washoe County,NV,82,3312,3312000,1617,2016,2017,outflow,Lane County-Washoe County-NV-1617,"Washoe County, NV"
154993,Lane County,OR,Spokane County,WA,85,2106,2106000,1617,2016,2017,outflow,Lane County-Spokane County-WA-1617,"Spokane County, WA"
154994,Lane County,OR,Thurston County,WA,80,1853,1853000,1617,2016,2017,outflow,Lane County-Thurston County-WA-1617,"Thurston County, WA"
154995,Lane County,OR,Honolulu County,HI,73,1270,1270000,1617,2016,2017,outflow,Lane County-Honolulu County-HI-1617,"Honolulu County, HI"
154996,Lane County,OR,San Francisco County,CA,44,1694,1694000,1617,2016,2017,outflow,Lane County-San Francisco County-CA-1617,"San Francisco County, CA"
154997,Lane County,OR,Denver County,CO,50,2376,2376000,1617,2016,2017,outflow,Lane County-Denver County-CO-1617,"Denver County, CO"
154998,Lane County,OR,Cook County,IL,50,2099,2099000,1617,2016,2017,outflow,Lane County-Cook County-IL-1617,"Cook County, IL"
154999,Lane County,OR,Travis County,TX,53,1605,1605000,1617,2016,2017,outflow,Lane County-Travis County-TX-1617,"Travis County, TX"
155000,Lane County,OR,Umatilla County,OR,79,1342,1342000,1617,2016,2017,outflow,Lane County-Umatilla County-OR-1617,"Umatilla County, OR"
155001,Lane County,OR,Hennepin County,MN,50,1635,1635000,1617,2016,2017,outflow,Lane County-Hennepin County-MN-1617,"Hennepin County, MN"
155002,Lane County,OR,Clatsop County,OR,67,1074,1074000,1617,2016,2017,outflow,Lane County-Clatsop County-OR-1617,"Clatsop County, OR"
155003,Lane County,OR,Contra Costa County,CA,48,2059,2059000,1617,2016,2017,outflow,Lane County-Contra Costa County-CA-1617,"Contra Costa County, CA"
155004,Lane County,OR,San Bernardino County,CA,54,993,993000,1617,2016,2017,outflow,Lane County-San Bernardino County-CA-1617,"San Bernardino County, CA"
155005,Lane County,OR,Crook County,OR,62,22290,22290000,1617,2016,2017,outflow,Lane County-Crook County-OR-1617,"Crook County, OR"
155006,Lane County,OR,Harris County,TX,58,1113,1113000,1617,2016,2017,outflow,Lane County-Harris County-TX-1617,"Harris County, TX"
155007,Lane County,OR,Anchorage Municipality,AK,49,1406,1406000,1617,2016,2017,outflow,Lane County-Anchorage Municipality-AK-1617,"Anchorage Municipality, AK"
155008,Lane County,OR,Curry County,OR,54,1401,1401000,1617,2016,2017,outflow,Lane County-Curry County-OR-1617,"Curry County, OR"
155009,Lane County,OR,Whatcom County,WA,49,1370,1370000,1617,2016,2017,outflow,Lane County-Whatcom County-WA-1617,"Whatcom County, WA"
155010,Lane County,OR,Jefferson County,OR,46,1313,1313000,1617,2016,2017,outflow,Lane County-Jefferson County-OR-1617,"Jefferson County, OR"
155011,Lane County,OR,Cowlitz County,WA,54,1087,1087000,1617,2016,2017,outflow,Lane County-Cowlitz County-WA-1617,"Cowlitz County, WA"
