,y1_countyname,y1_state,y2_countyname,y2_state,n2_outflow,agi_perThou_outflow,agi_outflow,yr_range,year1,year2,mig_direction2,unique_tag,secondary_county
334298,Lane County,OR,Clark County,WA,213,10739,10739000,1516,2015,2016,outflow,Lane County-Clark County-WA-1516,"Clark County, WA"
334299,Lane County,OR,Los Angeles County,CA,145,4225,4225000,1516,2015,2016,outflow,Lane County-Los Angeles County-CA-1516,"Los Angeles County, CA"
334300,Lane County,OR,Coos County,OR,178,3613,3613000,1516,2015,2016,outflow,Lane County-Coos County-OR-1516,"Coos County, OR"
334301,Lane County,OR,Maricopa County,AZ,156,6482,6482000,1516,2015,2016,outflow,Lane County-Maricopa County-AZ-1516,"Maricopa County, AZ"
334302,Lane County,OR,Lincoln County,OR,134,3706,3706000,1516,2015,2016,outflow,Lane County-Lincoln County-OR-1516,"Lincoln County, OR"
334303,Lane County,OR,San Diego County,CA,138,3063,3063000,1516,2015,2016,outflow,Lane County-San Diego County-CA-1516,"San Diego County, CA"
334304,Lane County,OR,Josephine County,OR,125,2184,2184000,1516,2015,2016,outflow,Lane County-Josephine County-OR-1516,"Josephine County, OR"
334305,Lane County,OR,Klamath County,OR,128,2472,2472000,1516,2015,2016,outflow,Lane County-Klamath County-OR-1516,"Klamath County, OR"
334306,Lane County,OR,Polk County,OR,117,2469,2469000,1516,2015,2016,outflow,Lane County-Polk County-OR-1516,"Polk County, OR"
334307,Lane County,OR,Pierce County,WA,133,3829,3829000,1516,2015,2016,outflow,Lane County-Pierce County-WA-1516,"Pierce County, WA"
334308,Lane County,OR,Clark County,NV,113,2144,2144000,1516,2015,2016,outflow,Lane County-Clark County-NV-1516,"Clark County, NV"
334310,Lane County,OR,Ada County,ID,85,2647,2647000,1516,2015,2016,outflow,Lane County-Ada County-ID-1516,"Ada County, ID"
334311,Lane County,OR,Yamhill County,OR,81,1915,1915000,1516,2015,2016,outflow,Lane County-Yamhill County-OR-1516,"Yamhill County, OR"
334312,Lane County,OR,Snohomish County,WA,90,2213,2213000,1516,2015,2016,outflow,Lane County-Snohomish County-WA-1516,"Snohomish County, WA"
334313,Lane County,OR,Sacramento County,CA,71,1661,1661000,1516,2015,2016,outflow,Lane County-Sacramento County-CA-1516,"Sacramento County, CA"
334314,Lane County,OR,Pima County,AZ,68,2458,2458000,1516,2015,2016,outflow,Lane County-Pima County-AZ-1516,"Pima County, AZ"
334315,Lane County,OR,Spokane County,WA,91,2561,2561000,1516,2015,2016,outflow,Lane County-Spokane County-WA-1516,"Spokane County, WA"
334316,Lane County,OR,Alameda County,CA,60,2452,2452000,1516,2015,2016,outflow,Lane County-Alameda County-CA-1516,"Alameda County, CA"
334317,Lane County,OR,Orange County,CA,68,2840,2840000,1516,2015,2016,outflow,Lane County-Orange County-CA-1516,"Orange County, CA"
334318,Lane County,OR,Travis County,TX,52,1179,1179000,1516,2015,2016,outflow,Lane County-Travis County-TX-1516,"Travis County, TX"
334319,Lane County,OR,Thurston County,WA,61,1589,1589000,1516,2015,2016,outflow,Lane County-Thurston County-WA-1516,"Thurston County, WA"
334320,Lane County,OR,Cook County,IL,64,3812,3812000,1516,2015,2016,outflow,Lane County-Cook County-IL-1516,"Cook County, IL"
334321,Lane County,OR,Salt Lake County,UT,67,1229,1229000,1516,2015,2016,outflow,Lane County-Salt Lake County-UT-1516,"Salt Lake County, UT"
334322,Lane County,OR,Umatilla County,OR,71,1165,1165000,1516,2015,2016,outflow,Lane County-Umatilla County-OR-1516,"Umatilla County, OR"
334323,Lane County,OR,Santa Clara County,CA,51,1649,1649000,1516,2015,2016,outflow,Lane County-Santa Clara County-CA-1516,"Santa Clara County, CA"
334324,Lane County,OR,Clatsop County,OR,51,1185,1185000,1516,2015,2016,outflow,Lane County-Clatsop County-OR-1516,"Clatsop County, OR"
334325,Lane County,OR,Riverside County,CA,56,1847,1847000,1516,2015,2016,outflow,Lane County-Riverside County-CA-1516,"Riverside County, CA"
334326,Lane County,OR,San Francisco County,CA,28,1030,1030000,1516,2015,2016,outflow,Lane County-San Francisco County-CA-1516,"San Francisco County, CA"
334327,Lane County,OR,Honolulu County,HI,46,1075,1075000,1516,2015,2016,outflow,Lane County-Honolulu County-HI-1516,"Honolulu County, HI"
334328,Lane County,OR,Curry County,OR,46,754,754000,1516,2015,2016,outflow,Lane County-Curry County-OR-1516,"Curry County, OR"
334329,Lane County,OR,Kitsap County,WA,49,948,948000,1516,2015,2016,outflow,Lane County-Kitsap County-WA-1516,"Kitsap County, WA"
334330,Lane County,OR,Sonoma County,CA,34,1338,1338000,1516,2015,2016,outflow,Lane County-Sonoma County-CA-1516,"Sonoma County, CA"
334331,Lane County,OR,San Bernardino County,CA,37,584,584000,1516,2015,2016,outflow,Lane County-San Bernardino County-CA-1516,"San Bernardino County, CA"
334332,Lane County,OR,Denver County,CO,26,967,967000,1516,2015,2016,outflow,Lane County-Denver County-CO-1516,"Denver County, CO"
334333,Lane County,OR,Anchorage Municipality,AK,50,1237,1237000,1516,2015,2016,outflow,Lane County-Anchorage Municipality-AK-1516,"Anchorage Municipality, AK"
334334,Lane County,OR,Contra Costa County,CA,28,776,776000,1516,2015,2016,outflow,Lane County-Contra Costa County-CA-1516,"Contra Costa County, CA"
334335,Lane County,OR,Columbia County,OR,34,1128,1128000,1516,2015,2016,outflow,Lane County-Columbia County-OR-1516,"Columbia County, OR"
334336,Lane County,OR,Crook County,OR,46,1084,1084000,1516,2015,2016,outflow,Lane County-Crook County-OR-1516,"Crook County, OR"
334337,Lane County,OR,Yavapai County,AZ,30,1081,1081000,1516,2015,2016,outflow,Lane County-Yavapai County-AZ-1516,"Yavapai County, AZ"
334338,Lane County,OR,Washoe County,NV,27,685,685000,1516,2015,2016,outflow,Lane County-Washoe County-NV-1516,"Washoe County, NV"
334346,Lincoln County,OR,Lincoln County Total Migration-US and Foreign,OR,2497,62561,62561000,1516,2015,2016,outflow,Lincoln County total migration-1516,"Lincoln County Total Migration-US and Foreign, OR"
334352,Lincoln County,OR,Lane County,OR,186,4431,4431000,1516,2015,2016,outflow,Lincoln County-Lane County-OR-1516,"Lane County, OR"
334353,Lincoln County,OR,Marion County,OR,167,4510,4510000,1516,2015,2016,outflow,Lincoln County-Marion County-OR-1516,"Marion County, OR"
334354,Lincoln County,OR,Multnomah County,OR,115,3183,3183000,1516,2015,2016,outflow,Lincoln County-Multnomah County-OR-1516,"Multnomah County, OR"
334355,Lincoln County,OR,Washington County,OR,115,2741,2741000,1516,2015,2016,outflow,Lincoln County-Washington County-OR-1516,"Washington County, OR"
334356,Lincoln County,OR,Linn County,OR,115,2742,2742000,1516,2015,2016,outflow,Lincoln County-Linn County-OR-1516,"Linn County, OR"
334357,Lincoln County,OR,Benton County,OR,126,3732,3732000,1516,2015,2016,outflow,Lincoln County-Benton County-OR-1516,"Benton County, OR"
334358,Lincoln County,OR,Clackamas County,OR,82,2417,2417000,1516,2015,2016,outflow,Lincoln County-Clackamas County-OR-1516,"Clackamas County, OR"
334359,Lincoln County,OR,Deschutes County,OR,94,2741,2741000,1516,2015,2016,outflow,Lincoln County-Deschutes County-OR-1516,"Deschutes County, OR"
334360,Lincoln County,OR,Polk County,OR,77,1699,1699000,1516,2015,2016,outflow,Lincoln County-Polk County-OR-1516,"Polk County, OR"
334361,Lincoln County,OR,Yamhill County,OR,64,1042,1042000,1516,2015,2016,outflow,Lincoln County-Yamhill County-OR-1516,"Yamhill County, OR"
334362,Lincoln County,OR,Clark County,WA,69,1986,1986000,1516,2015,2016,outflow,Lincoln County-Clark County-WA-1516,"Clark County, WA"
334363,Lincoln County,OR,Tillamook County,OR,47,1333,1333000,1516,2015,2016,outflow,Lincoln County-Tillamook County-OR-1516,"Tillamook County, OR"
334364,Lincoln County,OR,King County,WA,27,873,873000,1516,2015,2016,outflow,Lincoln County-King County-WA-1516,"King County, WA"
334372,Linn County,OR,Linn County Total Migration-US and Foreign,OR,5311,119655,119655000,1516,2015,2016,outflow,Linn County total migration-1516,"Linn County Total Migration-US and Foreign, OR"
334378,Linn County,OR,Marion County,OR,940,22656,22656000,1516,2015,2016,outflow,Linn County-Marion County-OR-1516,"Marion County, OR"
334379,Linn County,OR,Benton County,OR,888,22853,22853000,1516,2015,2016,outflow,Linn County-Benton County-OR-1516,"Benton County, OR"
334380,Linn County,OR,Lane County,OR,634,13123,13123000,1516,2015,2016,outflow,Linn County-Lane County-OR-1516,"Lane County, OR"
334381,Linn County,OR,Polk County,OR,234,4857,4857000,1516,2015,2016,outflow,Linn County-Polk County-OR-1516,"Polk County, OR"
334382,Linn County,OR,Multnomah County,OR,135,3047,3047000,1516,2015,2016,outflow,Linn County-Multnomah County-OR-1516,"Multnomah County, OR"
334383,Linn County,OR,Washington County,OR,126,2973,2973000,1516,2015,2016,outflow,Linn County-Washington County-OR-1516,"Washington County, OR"
334384,Linn County,OR,Deschutes County,OR,137,3530,3530000,1516,2015,2016,outflow,Linn County-Deschutes County-OR-1516,"Deschutes County, OR"
334385,Linn County,OR,Clackamas County,OR,102,2933,2933000,1516,2015,2016,outflow,Linn County-Clackamas County-OR-1516,"Clackamas County, OR"
334386,Linn County,OR,Lincoln County,OR,111,2841,2841000,1516,2015,2016,outflow,Linn County-Lincoln County-OR-1516,"Lincoln County, OR"
334387,Linn County,OR,Douglas County,OR,83,1739,1739000,1516,2015,2016,outflow,Linn County-Douglas County-OR-1516,"Douglas County, OR"
334388,Linn County,OR,Clark County,WA,62,1614,1614000,1516,2015,2016,outflow,Linn County-Clark County-WA-1516,"Clark County, WA"
334389,Linn County,OR,Jackson County,OR,61,1009,1009000,1516,2015,2016,outflow,Linn County-Jackson County-OR-1516,"Jackson County, OR"
334390,Linn County,OR,King County,WA,47,1745,1745000,1516,2015,2016,outflow,Linn County-King County-WA-1516,"King County, WA"
334391,Linn County,OR,Maricopa County,AZ,35,776,776000,1516,2015,2016,outflow,Linn County-Maricopa County-AZ-1516,"Maricopa County, AZ"
334392,Linn County,OR,Yamhill County,OR,46,897,897000,1516,2015,2016,outflow,Linn County-Yamhill County-OR-1516,"Yamhill County, OR"
334393,Linn County,OR,Pierce County,WA,49,810,810000,1516,2015,2016,outflow,Linn County-Pierce County-WA-1516,"Pierce County, WA"
334394,Linn County,OR,Coos County,OR,37,718,718000,1516,2015,2016,outflow,Linn County-Coos County-OR-1516,"Coos County, OR"
334402,Malheur County,OR,Malheur County Total Migration-US and Foreign,OR,1305,25333,25333000,1516,2015,2016,outflow,Malheur County total migration-1516,"Malheur County Total Migration-US and Foreign, OR"
334408,Malheur County,OR,Payette County,ID,320,5756,5756000,1516,2015,2016,outflow,Malheur County-Payette County-ID-1516,"Payette County, ID"
334409,Malheur County,OR,Canyon County,ID,198,3223,3223000,1516,2015,2016,outflow,Malheur County-Canyon County-ID-1516,"Canyon County, ID"
334410,Malheur County,OR,Ada County,ID,106,2403,2403000,1516,2015,2016,outflow,Malheur County-Ada County-ID-1516,"Ada County, ID"
334411,Malheur County,OR,Washington County,ID,70,1083,1083000,1516,2015,2016,outflow,Malheur County-Washington County-ID-1516,"Washington County, ID"
334419,Marion County,OR,Marion County Total Migration-US and Foreign,OR,13214,325243,325243000,1516,2015,2016,outflow,Marion County total migration-1516,"Marion County Total Migration-US and Foreign, OR"
334425,Marion County,OR,Polk County,OR,2344,51951,51951000,1516,2015,2016,outflow,Marion County-Polk County-OR-1516,"Polk County, OR"
334426,Marion County,OR,Clackamas County,OR,1167,35079,35079000,1516,2015,2016,outflow,Marion County-Clackamas County-OR-1516,"Clackamas County, OR"
334427,Marion County,OR,Linn County,OR,1017,22326,22326000,1516,2015,2016,outflow,Marion County-Linn County-OR-1516,"Linn County, OR"
334428,Marion County,OR,Multnomah County,OR,722,21536,21536000,1516,2015,2016,outflow,Marion County-Multnomah County-OR-1516,"Multnomah County, OR"
334429,Marion County,OR,Washington County,OR,811,23235,23235000,1516,2015,2016,outflow,Marion County-Washington County-OR-1516,"Washington County, OR"
334430,Marion County,OR,Lane County,OR,419,11213,11213000,1516,2015,2016,outflow,Marion County-Lane County-OR-1516,"Lane County, OR"
334431,Marion County,OR,Deschutes County,OR,395,11646,11646000,1516,2015,2016,outflow,Marion County-Deschutes County-OR-1516,"Deschutes County, OR"
334432,Marion County,OR,Yamhill County,OR,366,9942,9942000,1516,2015,2016,outflow,Marion County-Yamhill County-OR-1516,"Yamhill County, OR"
334433,Marion County,OR,Clark County,WA,357,7834,7834000,1516,2015,2016,outflow,Marion County-Clark County-WA-1516,"Clark County, WA"
334434,Marion County,OR,Benton County,OR,217,6184,6184000,1516,2015,2016,outflow,Marion County-Benton County-OR-1516,"Benton County, OR"
334435,Marion County,OR,King County,WA,170,3807,3807000,1516,2015,2016,outflow,Marion County-King County-WA-1516,"King County, WA"
334436,Marion County,OR,Lincoln County,OR,155,3077,3077000,1516,2015,2016,outflow,Marion County-Lincoln County-OR-1516,"Lincoln County, OR"
334437,Marion County,OR,Maricopa County,AZ,152,4137,4137000,1516,2015,2016,outflow,Marion County-Maricopa County-AZ-1516,"Maricopa County, AZ"
334438,Marion County,OR,Jackson County,OR,102,2200,2200000,1516,2015,2016,outflow,Marion County-Jackson County-OR-1516,"Jackson County, OR"
334439,Marion County,OR,Los Angeles County,CA,100,1809,1809000,1516,2015,2016,outflow,Marion County-Los Angeles County-CA-1516,"Los Angeles County, CA"
334440,Marion County,OR,San Diego County,CA,91,2000,2000000,1516,2015,2016,outflow,Marion County-San Diego County-CA-1516,"San Diego County, CA"
334441,Marion County,OR,Clark County,NV,91,2701,2701000,1516,2015,2016,outflow,Marion County-Clark County-NV-1516,"Clark County, NV"
334442,Marion County,OR,Umatilla County,OR,101,2060,2060000,1516,2015,2016,outflow,Marion County-Umatilla County-OR-1516,"Umatilla County, OR"
334443,Marion County,OR,Pierce County,WA,79,2182,2182000,1516,2015,2016,outflow,Marion County-Pierce County-WA-1516,"Pierce County, WA"
334444,Marion County,OR,Tillamook County,OR,83,1605,1605000,1516,2015,2016,outflow,Marion County-Tillamook County-OR-1516,"Tillamook County, OR"
334445,Marion County,OR,Klamath County,OR,61,1247,1247000,1516,2015,2016,outflow,Marion County-Klamath County-OR-1516,"Klamath County, OR"
334446,Marion County,OR,Ada County,ID,80,2335,2335000,1516,2015,2016,outflow,Marion County-Ada County-ID-1516,"Ada County, ID"
334447,Marion County,OR,Thurston County,WA,67,2060,2060000,1516,2015,2016,outflow,Marion County-Thurston County-WA-1516,"Thurston County, WA"
334448,Marion County,OR,Spokane County,WA,81,1734,1734000,1516,2015,2016,outflow,Marion County-Spokane County-WA-1516,"Spokane County, WA"
334449,Marion County,OR,Douglas County,OR,74,1135,1135000,1516,2015,2016,outflow,Marion County-Douglas County-OR-1516,"Douglas County, OR"
334450,Marion County,OR,Josephine County,OR,64,1202,1202000,1516,2015,2016,outflow,Marion County-Josephine County-OR-1516,"Josephine County, OR"
334451,Marion County,OR,Snohomish County,WA,53,1095,1095000,1516,2015,2016,outflow,Marion County-Snohomish County-WA-1516,"Snohomish County, WA"
334452,Marion County,OR,Coos County,OR,48,980,980000,1516,2015,2016,outflow,Marion County-Coos County-OR-1516,"Coos County, OR"
334453,Marion County,OR,Orange County,CA,49,1141,1141000,1516,2015,2016,outflow,Marion County-Orange County-CA-1516,"Orange County, CA"
334454,Marion County,OR,Crook County,OR,47,1555,1555000,1516,2015,2016,outflow,Marion County-Crook County-OR-1516,"Crook County, OR"
334455,Marion County,OR,Riverside County,CA,48,1159,1159000,1516,2015,2016,outflow,Marion County-Riverside County-CA-1516,"Riverside County, CA"
334456,Marion County,OR,Clatsop County,OR,45,1253,1253000,1516,2015,2016,outflow,Marion County-Clatsop County-OR-1516,"Clatsop County, OR"
334457,Marion County,OR,Canyon County,ID,41,776,776000,1516,2015,2016,outflow,Marion County-Canyon County-ID-1516,"Canyon County, ID"
334458,Marion County,OR,Cowlitz County,WA,49,724,724000,1516,2015,2016,outflow,Marion County-Cowlitz County-WA-1516,"Cowlitz County, WA"
334466,Morrow County,OR,Morrow County Total Migration-US and Foreign,OR,638,12362,12362000,1516,2015,2016,outflow,Morrow County total migration-1516,"Morrow County Total Migration-US and Foreign, OR"
334472,Morrow County,OR,Umatilla County,OR,254,4721,4721000,1516,2015,2016,outflow,Morrow County-Umatilla County-OR-1516,"Umatilla County, OR"
334473,Morrow County,OR,Benton County,WA,62,1211,1211000,1516,2015,2016,outflow,Morrow County-Benton County-WA-1516,"Benton County, WA"
334481,Multnomah County,OR,Multnomah County Total Migration-US and Foreign,OR,45900,1585119,1585119000,1516,2015,2016,outflow,Multnomah County total migration-1516,"Multnomah County Total Migration-US and Foreign, OR"
334487,Multnomah County,OR,Clackamas County,OR,10215,352085,352085000,1516,2015,2016,outflow,Multnomah County-Clackamas County-OR-1516,"Clackamas County, OR"
334488,Multnomah County,OR,Washington County,OR,7517,299317,299317000,1516,2015,2016,outflow,Multnomah County-Washington County-OR-1516,"Washington County, OR"
334489,Multnomah County,OR,Clark County,WA,5445,146228,146228000,1516,2015,2016,outflow,Multnomah County-Clark County-WA-1516,"Clark County, WA"
334490,Multnomah County,OR,King County,WA,1115,52292,52292000,1516,2015,2016,outflow,Multnomah County-King County-WA-1516,"King County, WA"
334491,Multnomah County,OR,Marion County,OR,1050,26330,26330000,1516,2015,2016,outflow,Multnomah County-Marion County-OR-1516,"Marion County, OR"
334492,Multnomah County,OR,Los Angeles County,CA,629,24302,24302000,1516,2015,2016,outflow,Multnomah County-Los Angeles County-CA-1516,"Los Angeles County, CA"
334493,Multnomah County,OR,Lane County,OR,661,15175,15175000,1516,2015,2016,outflow,Multnomah County-Lane County-OR-1516,"Lane County, OR"
334494,Multnomah County,OR,Deschutes County,OR,747,33873,33873000,1516,2015,2016,outflow,Multnomah County-Deschutes County-OR-1516,"Deschutes County, OR"
334495,Multnomah County,OR,Columbia County,OR,644,18824,18824000,1516,2015,2016,outflow,Multnomah County-Columbia County-OR-1516,"Columbia County, OR"
