,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
2098,Washington County-Jefferson County-CO-1819,"Jefferson County, CO",1819,2018,2019,52,2119000,53,2665000,-1,-546000,Washington County,Washington County-Jefferson County-CO
2099,Washington County-Kings County-NY-1819,"Kings County, NY",1819,2018,2019,45,2826000,31,1111000,14,1715000,Washington County,Washington County-Kings County-NY
2100,Washington County-Fresno County-CA-1819,"Fresno County, CA",1819,2018,2019,51,1630000,58,1640000,-7,-10000,Washington County,Washington County-Fresno County-CA
2101,Washington County-Umatilla County-OR-1819,"Umatilla County, OR",1819,2018,2019,43,1396000,60,1833000,-17,-437000,Washington County,Washington County-Umatilla County-OR
2102,Washington County-Solano County-CA-1819,"Solano County, CA",1819,2018,2019,50,1647000,41,905000,9,742000,Washington County,Washington County-Solano County-CA
2103,Washington County-Wasco County-OR-1819,"Wasco County, OR",1819,2018,2019,49,1256000,29,1066000,20,190000,Washington County,Washington County-Wasco County-OR
2104,Washington County-Coos County-OR-1819,"Coos County, OR",1819,2018,2019,41,1376000,45,1272000,-4,104000,Washington County,Washington County-Coos County-OR
2105,Washington County-Arapahoe County-CO-1819,"Arapahoe County, CO",1819,2018,2019,49,1955000,69,3012000,-20,-1057000,Washington County,Washington County-Arapahoe County-CO
2106,Washington County-Hawaii County-HI-1819,"Hawaii County, HI",1819,2018,2019,41,1903000,44,1225000,-3,678000,Washington County,Washington County-Hawaii County-HI
2107,Washington County-Allegheny County-PA-1819,"Allegheny County, PA",1819,2018,2019,44,1936000,46,2362000,-2,-426000,Washington County,Washington County-Allegheny County-PA
2108,Washington County-Hillsborough County-FL-1819,"Hillsborough County, FL",1819,2018,2019,44,1448000,44,1415000,0,33000,Washington County,Washington County-Hillsborough County-FL
2109,Washington County-Orange County-FL-1819,"Orange County, FL",1819,2018,2019,37,1374000,43,1524000,-6,-150000,Washington County,Washington County-Orange County-FL
2110,Washington County-Boulder County-CO-1819,"Boulder County, CO",1819,2018,2019,30,1287000,36,2136000,-6,-849000,Washington County,Washington County-Boulder County-CO
2111,Washington County-Mecklenburg County-NC-1819,"Mecklenburg County, NC",1819,2018,2019,34,1757000,51,2197000,-17,-440000,Washington County,Washington County-Mecklenburg County-NC
2112,Washington County-Canyon County-ID-1819,"Canyon County, ID",1819,2018,2019,31,592000,62,1563000,-31,-971000,Washington County,Washington County-Canyon County-ID
2113,Washington County-Hood River County-OR-1819,"Hood River County, OR",1819,2018,2019,34,1034000,52,2266000,-18,-1232000,Washington County,Washington County-Hood River County-OR
2114,Washington County-Fairfax County-VA-1819,"Fairfax County, VA",1819,2018,2019,43,2087000,68,3275000,-25,-1188000,Washington County,Washington County-Fairfax County-VA
2115,Washington County-Kootenai County-ID-1819,"Kootenai County, ID",1819,2018,2019,36,970000,59,2918000,-23,-1948000,Washington County,Washington County-Kootenai County-ID
2118,Yamhill County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,1529,50093000,942,30765000,587,19328000,Yamhill County,Yamhill County-Washington County-OR
2119,Yamhill County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,395,15122000,340,11186000,55,3936000,Yamhill County,Yamhill County-Clackamas County-OR
2120,Yamhill County-Marion County-OR-1819,"Marion County, OR",1819,2018,2019,388,10015000,548,13814000,-160,-3799000,Yamhill County,Yamhill County-Marion County-OR
2121,Yamhill County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,295,13284000,283,10650000,12,2634000,Yamhill County,Yamhill County-Multnomah County-OR
2122,Yamhill County-Polk County-OR-1819,"Polk County, OR",1819,2018,2019,373,8509000,509,12237000,-136,-3728000,Yamhill County,Yamhill County-Polk County-OR
2123,Yamhill County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,78,2392000,84,2783000,-6,-391000,Yamhill County,Yamhill County-Lane County-OR
2124,Yamhill County-King County-WA-1819,"King County, WA",1819,2018,2019,69,5806000,42,2312000,27,3494000,Yamhill County,Yamhill County-King County-WA
2125,Yamhill County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,53,2412000,48,986000,5,1426000,Yamhill County,Yamhill County-Los Angeles County-CA
2126,Yamhill County-Clark County-WA-1819,"Clark County, WA",1819,2018,2019,80,2592000,87,3124000,-7,-532000,Yamhill County,Yamhill County-Clark County-WA
2127,Yamhill County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,64,1823000,119,3235000,-55,-1412000,Yamhill County,Yamhill County-Deschutes County-OR
2128,Yamhill County-Lincoln County-OR-1819,"Lincoln County, OR",1819,2018,2019,51,1619000,77,2300000,-26,-681000,Yamhill County,Yamhill County-Lincoln County-OR
2129,Yamhill County-Linn County-OR-1819,"Linn County, OR",1819,2018,2019,49,1098000,95,2390000,-46,-1292000,Yamhill County,Yamhill County-Linn County-OR
2130,Yamhill County-Benton County-OR-1819,"Benton County, OR",1819,2018,2019,44,1815000,42,1014000,2,801000,Yamhill County,Yamhill County-Benton County-OR
2131,Yamhill County-Columbia County-OR-1819,"Columbia County, OR",1819,2018,2019,52,1879000,43,1120000,9,759000,Yamhill County,Yamhill County-Columbia County-OR
2133,Baker County-Union County-OR-1920,"Union County, OR",1920,2019,2020,81,1953000,75,1620000,6,333000,Baker County,Baker County-Union County-OR
2134,Baker County-Ada County-ID-1920,"Ada County, ID",1920,2019,2020,32,1179000,42,1468000,-10,-289000,Baker County,Baker County-Ada County-ID
2136,Benton County-Linn County-OR-1920,"Linn County, OR",1920,2019,2020,1270,35011000,1175,35758000,95,-747000,Benton County,Benton County-Linn County-OR
2137,Benton County-Lane County-OR-1920,"Lane County, OR",1920,2019,2020,398,7355000,348,10106000,50,-2751000,Benton County,Benton County-Lane County-OR
2138,Benton County-Multnomah County-OR-1920,"Multnomah County, OR",1920,2019,2020,267,10562000,369,12100000,-102,-1538000,Benton County,Benton County-Multnomah County-OR
2139,Benton County-Marion County-OR-1920,"Marion County, OR",1920,2019,2020,275,9332000,302,11449000,-27,-2117000,Benton County,Benton County-Marion County-OR
2140,Benton County-Washington County-OR-1920,"Washington County, OR",1920,2019,2020,160,6304000,305,10082000,-145,-3778000,Benton County,Benton County-Washington County-OR
2141,Benton County-Polk County-OR-1920,"Polk County, OR",1920,2019,2020,179,4537000,191,5900000,-12,-1363000,Benton County,Benton County-Polk County-OR
2142,Benton County-Clackamas County-OR-1920,"Clackamas County, OR",1920,2019,2020,138,4516000,140,5923000,-2,-1407000,Benton County,Benton County-Clackamas County-OR
2143,Benton County-Lincoln County-OR-1920,"Lincoln County, OR",1920,2019,2020,131,4081000,91,3140000,40,941000,Benton County,Benton County-Lincoln County-OR
2144,Benton County-Deschutes County-OR-1920,"Deschutes County, OR",1920,2019,2020,97,2664000,182,8150000,-85,-5486000,Benton County,Benton County-Deschutes County-OR
2145,Benton County-Los Angeles County-CA-1920,"Los Angeles County, CA",1920,2019,2020,72,3723000,44,1279000,28,2444000,Benton County,Benton County-Los Angeles County-CA
2146,Benton County-Jackson County-OR-1920,"Jackson County, OR",1920,2019,2020,105,2703000,49,1763000,56,940000,Benton County,Benton County-Jackson County-OR
2147,Benton County-King County-WA-1920,"King County, WA",1920,2019,2020,87,5206000,112,4247000,-25,959000,Benton County,Benton County-King County-WA
2148,Benton County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,52,2245000,60,3836000,-8,-1591000,Benton County,Benton County-Maricopa County-AZ
2149,Benton County-San Diego County-CA-1920,"San Diego County, CA",1920,2019,2020,52,2233000,48,2350000,4,-117000,Benton County,Benton County-San Diego County-CA
2150,Benton County-Santa Clara County-CA-1920,"Santa Clara County, CA",1920,2019,2020,63,4011000,22,1673000,41,2338000,Benton County,Benton County-Santa Clara County-CA
2151,Benton County-Douglas County-OR-1920,"Douglas County, OR",1920,2019,2020,46,1386000,61,1337000,-15,49000,Benton County,Benton County-Douglas County-OR
2152,Benton County-Yamhill County-OR-1920,"Yamhill County, OR",1920,2019,2020,38,851000,46,1475000,-8,-624000,Benton County,Benton County-Yamhill County-OR
2153,Benton County-Alameda County-CA-1920,"Alameda County, CA",1920,2019,2020,35,2627000,34,1378000,1,1249000,Benton County,Benton County-Alameda County-CA
2154,Benton County-Clark County-WA-1920,"Clark County, WA",1920,2019,2020,33,1814000,63,2106000,-30,-292000,Benton County,Benton County-Clark County-WA
2156,Clackamas County-Multnomah County-OR-1920,"Multnomah County, OR",1920,2019,2020,10731,462807000,6233,231652000,4498,231155000,Clackamas County,Clackamas County-Multnomah County-OR
2157,Clackamas County-Washington County-OR-1920,"Washington County, OR",1920,2019,2020,4181,230095000,3385,142290000,796,87805000,Clackamas County,Clackamas County-Washington County-OR
2158,Clackamas County-Marion County-OR-1920,"Marion County, OR",1920,2019,2020,1564,48417000,1807,54967000,-243,-6550000,Clackamas County,Clackamas County-Marion County-OR
2159,Clackamas County-Clark County-WA-1920,"Clark County, WA",1920,2019,2020,1010,40107000,1719,79134000,-709,-39027000,Clackamas County,Clackamas County-Clark County-WA
2160,Clackamas County-Los Angeles County-CA-1920,"Los Angeles County, CA",1920,2019,2020,438,23900000,162,6096000,276,17804000,Clackamas County,Clackamas County-Los Angeles County-CA
2161,Clackamas County-Lane County-OR-1920,"Lane County, OR",1920,2019,2020,351,9611000,300,8766000,51,845000,Clackamas County,Clackamas County-Lane County-OR
2162,Clackamas County-Yamhill County-OR-1920,"Yamhill County, OR",1920,2019,2020,343,11920000,473,17619000,-130,-5699000,Clackamas County,Clackamas County-Yamhill County-OR
2163,Clackamas County-King County-WA-1920,"King County, WA",1920,2019,2020,310,22346000,265,14912000,45,7434000,Clackamas County,Clackamas County-King County-WA
2164,Clackamas County-Deschutes County-OR-1920,"Deschutes County, OR",1920,2019,2020,278,11629000,604,29842000,-326,-18213000,Clackamas County,Clackamas County-Deschutes County-OR
2165,Clackamas County-Maricopa County-AZ-1920,"Maricopa County, AZ",1920,2019,2020,245,9127000,581,36931000,-336,-27804000,Clackamas County,Clackamas County-Maricopa County-AZ
2166,Clackamas County-San Diego County-CA-1920,"San Diego County, CA",1920,2019,2020,228,22811000,166,8167000,62,14644000,Clackamas County,Clackamas County-San Diego County-CA
2167,Clackamas County-Santa Clara County-CA-1920,"Santa Clara County, CA",1920,2019,2020,292,30597000,38,3609000,254,26988000,Clackamas County,Clackamas County-Santa Clara County-CA
2168,Clackamas County-Orange County-CA-1920,"Orange County, CA",1920,2019,2020,201,9056000,118,6558000,83,2498000,Clackamas County,Clackamas County-Orange County-CA
2169,Clackamas County-Polk County-OR-1920,"Polk County, OR",1920,2019,2020,185,6261000,207,6385000,-22,-124000,Clackamas County,Clackamas County-Polk County-OR
2170,Clackamas County-Benton County-OR-1920,"Benton County, OR",1920,2019,2020,140,5923000,138,4516000,2,1407000,Clackamas County,Clackamas County-Benton County-OR
2171,Clackamas County-Jackson County-OR-1920,"Jackson County, OR",1920,2019,2020,143,5075000,195,6393000,-52,-1318000,Clackamas County,Clackamas County-Jackson County-OR
2172,Clackamas County-Clark County-NV-1920,"Clark County, NV",1920,2019,2020,162,6585000,150,10024000,12,-3439000,Clackamas County,Clackamas County-Clark County-NV
2173,Clackamas County-Linn County-OR-1920,"Linn County, OR",1920,2019,2020,113,3851000,141,5458000,-28,-1607000,Clackamas County,Clackamas County-Linn County-OR
2174,Clackamas County-Columbia County-OR-1920,"Columbia County, OR",1920,2019,2020,143,5910000,248,6509000,-105,-599000,Clackamas County,Clackamas County-Columbia County-OR
2175,Clackamas County-Pierce County-WA-1920,"Pierce County, WA",1920,2019,2020,143,4922000,131,4567000,12,355000,Clackamas County,Clackamas County-Pierce County-WA
2176,Clackamas County-Snohomish County-WA-1920,"Snohomish County, WA",1920,2019,2020,119,5411000,103,4919000,16,492000,Clackamas County,Clackamas County-Snohomish County-WA
2177,Clackamas County-Riverside County-CA-1920,"Riverside County, CA",1920,2019,2020,114,6574000,114,8279000,0,-1705000,Clackamas County,Clackamas County-Riverside County-CA
2178,Clackamas County-Contra Costa County-CA-1920,"Contra Costa County, CA",1920,2019,2020,123,7567000,45,3523000,78,4044000,Clackamas County,Clackamas County-Contra Costa County-CA
2179,Clackamas County-Honolulu County-HI-1920,"Honolulu County, HI",1920,2019,2020,83,3052000,67,2546000,16,506000,Clackamas County,Clackamas County-Honolulu County-HI
2180,Clackamas County-Sacramento County-CA-1920,"Sacramento County, CA",1920,2019,2020,92,3848000,45,1751000,47,2097000,Clackamas County,Clackamas County-Sacramento County-CA
2181,Clackamas County-Salt Lake County-UT-1920,"Salt Lake County, UT",1920,2019,2020,93,3413000,74,4528000,19,-1115000,Clackamas County,Clackamas County-Salt Lake County-UT
2182,Clackamas County-San Bernardino County-CA-1920,"San Bernardino County, CA",1920,2019,2020,88,2138000,38,901000,50,1237000,Clackamas County,Clackamas County-San Bernardino County-CA
2183,Clackamas County-Lincoln County-OR-1920,"Lincoln County, OR",1920,2019,2020,67,2748000,156,6188000,-89,-3440000,Clackamas County,Clackamas County-Lincoln County-OR
2184,Clackamas County-Wasco County-OR-1920,"Wasco County, OR",1920,2019,2020,74,1740000,70,3495000,4,-1755000,Clackamas County,Clackamas County-Wasco County-OR
2185,Clackamas County-Spokane County-WA-1920,"Spokane County, WA",1920,2019,2020,70,2820000,129,4355000,-59,-1535000,Clackamas County,Clackamas County-Spokane County-WA
2186,Clackamas County-Tillamook County-OR-1920,"Tillamook County, OR",1920,2019,2020,64,2021000,111,5384000,-47,-3363000,Clackamas County,Clackamas County-Tillamook County-OR
2187,Clackamas County-Thurston County-WA-1920,"Thurston County, WA",1920,2019,2020,78,2166000,69,2609000,9,-443000,Clackamas County,Clackamas County-Thurston County-WA
2188,Clackamas County-Ada County-ID-1920,"Ada County, ID",1920,2019,2020,72,3122000,204,9020000,-132,-5898000,Clackamas County,Clackamas County-Ada County-ID
2189,Clackamas County-Clatsop County-OR-1920,"Clatsop County, OR",1920,2019,2020,45,1476000,136,6613000,-91,-5137000,Clackamas County,Clackamas County-Clatsop County-OR
2190,Clackamas County-Cowlitz County-WA-1920,"Cowlitz County, WA",1920,2019,2020,65,1835000,161,9170000,-96,-7335000,Clackamas County,Clackamas County-Cowlitz County-WA
2191,Clackamas County-Jefferson County-OR-1920,"Jefferson County, OR",1920,2019,2020,50,1031000,110,3877000,-60,-2846000,Clackamas County,Clackamas County-Jefferson County-OR
2192,Clackamas County-Klamath County-OR-1920,"Klamath County, OR",1920,2019,2020,55,1421000,58,1731000,-3,-310000,Clackamas County,Clackamas County-Klamath County-OR
2193,Clackamas County-Washoe County-NV-1920,"Washoe County, NV",1920,2019,2020,37,1312000,70,3849000,-33,-2537000,Clackamas County,Clackamas County-Washoe County-NV
2194,Clackamas County-Pima County-AZ-1920,"Pima County, AZ",1920,2019,2020,47,1061000,93,7135000,-46,-6074000,Clackamas County,Clackamas County-Pima County-AZ
2195,Clackamas County-Cook County-IL-1920,"Cook County, IL",1920,2019,2020,48,2817000,31,1109000,17,1708000,Clackamas County,Clackamas County-Cook County-IL
2196,Clackamas County-Josephine County-OR-1920,"Josephine County, OR",1920,2019,2020,37,914000,60,2041000,-23,-1127000,Clackamas County,Clackamas County-Josephine County-OR
2197,Clackamas County-Umatilla County-OR-1920,"Umatilla County, OR",1920,2019,2020,50,1249000,67,1372000,-17,-123000,Clackamas County,Clackamas County-Umatilla County-OR
2198,Clackamas County-Harris County-TX-1920,"Harris County, TX",1920,2019,2020,61,2538000,57,1623000,4,915000,Clackamas County,Clackamas County-Harris County-TX
2199,Clackamas County-Douglas County-OR-1920,"Douglas County, OR",1920,2019,2020,51,1286000,105,3011000,-54,-1725000,Clackamas County,Clackamas County-Douglas County-OR
