,unique_tag,secondary_county_y,yr_range,year1,year2,n2_inflow,agi_inflow,n2_outflow,agi_outflow,n2_net,agi_net,arc_county,unique_tag2
1917,Multnomah County-Allegheny County-PA-1819,"Allegheny County, PA",1819,2018,2019,70,3509000,77,4314000,-7,-805000,Multnomah County,Multnomah County-Allegheny County-PA
1918,Multnomah County-Davidson County-TN-1819,"Davidson County, TN",1819,2018,2019,73,3424000,66,3239000,7,185000,Multnomah County,Multnomah County-Davidson County-TN
1919,Multnomah County-Coos County-OR-1819,"Coos County, OR",1819,2018,2019,93,2765000,74,2160000,19,605000,Multnomah County,Multnomah County-Coos County-OR
1920,Multnomah County-Fulton County-GA-1819,"Fulton County, GA",1819,2018,2019,75,4070000,82,4094000,-7,-24000,Multnomah County,Multnomah County-Fulton County-GA
1921,Multnomah County-Tillamook County-OR-1819,"Tillamook County, OR",1819,2018,2019,89,3752000,158,8521000,-69,-4769000,Multnomah County,Multnomah County-Tillamook County-OR
1922,Multnomah County-Milwaukee County-WI-1819,"Milwaukee County, WI",1819,2018,2019,69,4262000,34,1897000,35,2365000,Multnomah County,Multnomah County-Milwaukee County-WI
1923,Multnomah County-Arapahoe County-CO-1819,"Arapahoe County, CO",1819,2018,2019,73,2781000,71,2537000,2,244000,Multnomah County,Multnomah County-Arapahoe County-CO
1924,Multnomah County-Josephine County-OR-1819,"Josephine County, OR",1819,2018,2019,64,1848000,67,2423000,-3,-575000,Multnomah County,Multnomah County-Josephine County-OR
1925,Multnomah County-Pinellas County-FL-1819,"Pinellas County, FL",1819,2018,2019,69,2692000,54,2821000,15,-129000,Multnomah County,Multnomah County-Pinellas County-FL
1926,Multnomah County-Kitsap County-WA-1819,"Kitsap County, WA",1819,2018,2019,78,3198000,100,7600000,-22,-4402000,Multnomah County,Multnomah County-Kitsap County-WA
1927,Multnomah County-Orange County-FL-1819,"Orange County, FL",1819,2018,2019,65,2009000,63,5280000,2,-3271000,Multnomah County,Multnomah County-Orange County-FL
1928,Multnomah County-Maui County-HI-1819,"Maui County, HI",1819,2018,2019,75,2641000,62,1682000,13,959000,Multnomah County,Multnomah County-Maui County-HI
1929,Multnomah County-Missoula County-MT-1819,"Missoula County, MT",1819,2018,2019,62,1708000,80,3062000,-18,-1354000,Multnomah County,Multnomah County-Missoula County-MT
1930,Multnomah County-Fresno County-CA-1819,"Fresno County, CA",1819,2018,2019,69,2412000,52,1351000,17,1061000,Multnomah County,Multnomah County-Fresno County-CA
1931,Multnomah County-El Paso County-CO-1819,"El Paso County, CO",1819,2018,2019,64,2100000,55,1832000,9,268000,Multnomah County,Multnomah County-El Paso County-CO
1932,Multnomah County-Douglas County-OR-1819,"Douglas County, OR",1819,2018,2019,71,1553000,80,2407000,-9,-854000,Multnomah County,Multnomah County-Douglas County-OR
1933,Multnomah County-Tarrant County-TX-1819,"Tarrant County, TX",1819,2018,2019,75,1955000,83,2272000,-8,-317000,Multnomah County,Multnomah County-Tarrant County-TX
1934,Multnomah County-Cuyahoga County-OH-1819,"Cuyahoga County, OH",1819,2018,2019,62,2555000,43,1581000,19,974000,Multnomah County,Multnomah County-Cuyahoga County-OH
1935,Multnomah County-Orleans Parish-LA-1819,"Orleans Parish, LA",1819,2018,2019,55,3363000,33,1264000,22,2099000,Multnomah County,Multnomah County-Orleans Parish-LA
1936,Multnomah County-Oakland County-MI-1819,"Oakland County, MI",1819,2018,2019,57,3430000,45,2231000,12,1199000,Multnomah County,Multnomah County-Oakland County-MI
1937,Multnomah County-Mecklenburg County-NC-1819,"Mecklenburg County, NC",1819,2018,2019,62,3709000,74,2839000,-12,870000,Multnomah County,Multnomah County-Mecklenburg County-NC
1938,Multnomah County-Palm Beach County-FL-1819,"Palm Beach County, FL",1819,2018,2019,57,2263000,44,1451000,13,812000,Multnomah County,Multnomah County-Palm Beach County-FL
1939,Multnomah County-Hawaii County-HI-1819,"Hawaii County, HI",1819,2018,2019,71,992000,52,1916000,19,-924000,Multnomah County,Multnomah County-Hawaii County-HI
1940,Multnomah County-Montgomery County-MD-1819,"Montgomery County, MD",1819,2018,2019,68,6606000,35,1292000,33,5314000,Multnomah County,Multnomah County-Montgomery County-MD
1941,Multnomah County-Wake County-NC-1819,"Wake County, NC",1819,2018,2019,57,2534000,50,3462000,7,-928000,Multnomah County,Multnomah County-Wake County-NC
1942,Multnomah County-San Luis Obispo County-CA-1819,"San Luis Obispo County, CA",1819,2018,2019,57,2146000,36,1446000,21,700000,Multnomah County,Multnomah County-San Luis Obispo County-CA
1943,Multnomah County-Larimer County-CO-1819,"Larimer County, CO",1819,2018,2019,54,1951000,59,2325000,-5,-374000,Multnomah County,Multnomah County-Larimer County-CO
1944,Multnomah County-Benton County-WA-1819,"Benton County, WA",1819,2018,2019,65,1962000,70,2380000,-5,-418000,Multnomah County,Multnomah County-Benton County-WA
1945,Multnomah County-Umatilla County-OR-1819,"Umatilla County, OR",1819,2018,2019,56,1475000,63,2259000,-7,-784000,Multnomah County,Multnomah County-Umatilla County-OR
1946,Multnomah County-Wasco County-OR-1819,"Wasco County, OR",1819,2018,2019,68,1515000,129,4830000,-61,-3315000,Multnomah County,Multnomah County-Wasco County-OR
1947,Multnomah County-Chittenden County-VT-1819,"Chittenden County, VT",1819,2018,2019,46,2674000,35,1395000,11,1279000,Multnomah County,Multnomah County-Chittenden County-VT
1948,Multnomah County-Monterey County-CA-1819,"Monterey County, CA",1819,2018,2019,62,2292000,43,1122000,19,1170000,Multnomah County,Multnomah County-Monterey County-CA
1949,Multnomah County-Placer County-CA-1819,"Placer County, CA",1819,2018,2019,57,2022000,32,2741000,25,-719000,Multnomah County,Multnomah County-Placer County-CA
1950,Multnomah County-Humboldt County-CA-1819,"Humboldt County, CA",1819,2018,2019,47,1455000,28,757000,19,698000,Multnomah County,Multnomah County-Humboldt County-CA
1951,Multnomah County-Baltimore city-MD-1819,"Baltimore city, MD",1819,2018,2019,51,4721000,26,1252000,25,3469000,Multnomah County,Multnomah County-Baltimore city-MD
1952,Multnomah County-Wayne County-MI-1819,"Wayne County, MI",1819,2018,2019,52,2529000,34,1442000,18,1087000,Multnomah County,Multnomah County-Wayne County-MI
1953,Multnomah County-Douglas County-NE-1819,"Douglas County, NE",1819,2018,2019,48,1438000,41,1545000,7,-107000,Multnomah County,Multnomah County-Douglas County-NE
1954,Multnomah County-Klickitat County-WA-1819,"Klickitat County, WA",1819,2018,2019,46,1895000,97,8889000,-51,-6994000,Multnomah County,Multnomah County-Klickitat County-WA
1955,Multnomah County-Ramsey County-MN-1819,"Ramsey County, MN",1819,2018,2019,47,1527000,49,1793000,-2,-266000,Multnomah County,Multnomah County-Ramsey County-MN
1956,Multnomah County-Gallatin County-MT-1819,"Gallatin County, MT",1819,2018,2019,39,1210000,40,1817000,-1,-607000,Multnomah County,Multnomah County-Gallatin County-MT
1957,Multnomah County-Washtenaw County-MI-1819,"Washtenaw County, MI",1819,2018,2019,45,2109000,44,1906000,1,203000,Multnomah County,Multnomah County-Washtenaw County-MI
1958,Multnomah County-Durham County-NC-1819,"Durham County, NC",1819,2018,2019,53,2408000,36,3192000,17,-784000,Multnomah County,Multnomah County-Durham County-NC
1959,Multnomah County-Hillsborough County-FL-1819,"Hillsborough County, FL",1819,2018,2019,53,1752000,65,1986000,-12,-234000,Multnomah County,Multnomah County-Hillsborough County-FL
1960,Multnomah County-DeKalb County-GA-1819,"DeKalb County, GA",1819,2018,2019,45,2243000,37,1135000,8,1108000,Multnomah County,Multnomah County-DeKalb County-GA
1961,Multnomah County-Marion County-IN-1819,"Marion County, IN",1819,2018,2019,44,2434000,28,1302000,16,1132000,Multnomah County,Multnomah County-Marion County-IN
1962,Multnomah County-Kent County-MI-1819,"Kent County, MI",1819,2018,2019,37,1246000,41,1488000,-4,-242000,Multnomah County,Multnomah County-Kent County-MI
1963,Multnomah County-Utah County-UT-1819,"Utah County, UT",1819,2018,2019,46,1465000,43,1414000,3,51000,Multnomah County,Multnomah County-Utah County-UT
1964,Multnomah County-Jackson County-MO-1819,"Jackson County, MO",1819,2018,2019,42,1758000,53,1612000,-11,146000,Multnomah County,Multnomah County-Jackson County-MO
1965,Multnomah County-Duval County-FL-1819,"Duval County, FL",1819,2018,2019,34,1684000,46,2136000,-12,-452000,Multnomah County,Multnomah County-Duval County-FL
1966,Multnomah County-Kootenai County-ID-1819,"Kootenai County, ID",1819,2018,2019,36,1281000,62,1316000,-26,-35000,Multnomah County,Multnomah County-Kootenai County-ID
1967,Multnomah County-Klamath County-OR-1819,"Klamath County, OR",1819,2018,2019,43,805000,65,1837000,-22,-1032000,Multnomah County,Multnomah County-Klamath County-OR
1968,Multnomah County-Skamania County-WA-1819,"Skamania County, WA",1819,2018,2019,31,1357000,81,4411000,-50,-3054000,Multnomah County,Multnomah County-Skamania County-WA
1969,Multnomah County-New Haven County-CT-1819,"New Haven County, CT",1819,2018,2019,32,1383000,28,1549000,4,-166000,Multnomah County,Multnomah County-New Haven County-CT
1970,Multnomah County-Walla Walla County-WA-1819,"Walla Walla County, WA",1819,2018,2019,32,953000,36,1119000,-4,-166000,Multnomah County,Multnomah County-Walla Walla County-WA
1971,Multnomah County-Yakima County-WA-1819,"Yakima County, WA",1819,2018,2019,40,926000,48,1185000,-8,-259000,Multnomah County,Multnomah County-Yakima County-WA
1972,Multnomah County-Cumberland County-ME-1819,"Cumberland County, ME",1819,2018,2019,30,1439000,36,1535000,-6,-96000,Multnomah County,Multnomah County-Cumberland County-ME
1973,Multnomah County-Norfolk County-MA-1819,"Norfolk County, MA",1819,2018,2019,38,3526000,26,1251000,12,2275000,Multnomah County,Multnomah County-Norfolk County-MA
1974,Multnomah County-Shelby County-TN-1819,"Shelby County, TN",1819,2018,2019,35,1136000,42,1993000,-7,-857000,Multnomah County,Multnomah County-Shelby County-TN
1975,Multnomah County-Flathead County-MT-1819,"Flathead County, MT",1819,2018,2019,28,537000,51,2080000,-23,-1543000,Multnomah County,Multnomah County-Flathead County-MT
1976,Multnomah County-Lewis County-WA-1819,"Lewis County, WA",1819,2018,2019,35,872000,56,1259000,-21,-387000,Multnomah County,Multnomah County-Lewis County-WA
1977,Multnomah County-Jefferson County-KY-1819,"Jefferson County, KY",1819,2018,2019,30,1594000,46,1573000,-16,21000,Multnomah County,Multnomah County-Jefferson County-KY
1978,Multnomah County-Whitman County-WA-1819,"Whitman County, WA",1819,2018,2019,25,936000,33,1126000,-8,-190000,Multnomah County,Multnomah County-Whitman County-WA
1979,Multnomah County-Santa Fe County-NM-1819,"Santa Fe County, NM",1819,2018,2019,28,1002000,37,1676000,-9,-674000,Multnomah County,Multnomah County-Santa Fe County-NM
1980,Multnomah County-Buncombe County-NC-1819,"Buncombe County, NC",1819,2018,2019,26,712000,45,1808000,-19,-1096000,Multnomah County,Multnomah County-Buncombe County-NC
1981,Multnomah County-Williamson County-TX-1819,"Williamson County, TX",1819,2018,2019,27,1071000,42,1318000,-15,-247000,Multnomah County,Multnomah County-Williamson County-TX
1982,Multnomah County-Island County-WA-1819,"Island County, WA",1819,2018,2019,35,774000,39,980000,-4,-206000,Multnomah County,Multnomah County-Island County-WA
1983,Multnomah County-Union County-OR-1819,"Union County, OR",1819,2018,2019,45,828000,28,556000,17,272000,Multnomah County,Multnomah County-Union County-OR
1985,Polk County-Marion County-OR-1819,"Marion County, OR",1819,2018,2019,2499,64463000,2111,57545000,388,6918000,Polk County,Polk County-Marion County-OR
1986,Polk County-Yamhill County-OR-1819,"Yamhill County, OR",1819,2018,2019,509,12237000,373,8509000,136,3728000,Polk County,Polk County-Yamhill County-OR
1987,Polk County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,242,7873000,200,5635000,42,2238000,Polk County,Polk County-Washington County-OR
1988,Polk County-Linn County-OR-1819,"Linn County, OR",1819,2018,2019,220,5383000,238,6474000,-18,-1091000,Polk County,Polk County-Linn County-OR
1989,Polk County-Benton County-OR-1819,"Benton County, OR",1819,2018,2019,188,4887000,188,4311000,0,576000,Polk County,Polk County-Benton County-OR
1990,Polk County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,150,4198000,132,3513000,18,685000,Polk County,Polk County-Multnomah County-OR
1991,Polk County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,144,4167000,140,4179000,4,-12000,Polk County,Polk County-Clackamas County-OR
1992,Polk County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,132,3593000,88,2748000,44,845000,Polk County,Polk County-Lane County-OR
1993,Polk County-Lincoln County-OR-1819,"Lincoln County, OR",1819,2018,2019,92,2832000,77,1921000,15,911000,Polk County,Polk County-Lincoln County-OR
1994,Polk County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,70,2056000,94,2438000,-24,-382000,Polk County,Polk County-Deschutes County-OR
1995,Polk County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,38,1027000,38,1057000,0,-30000,Polk County,Polk County-Los Angeles County-CA
1996,Polk County-King County-WA-1819,"King County, WA",1819,2018,2019,40,2447000,40,1491000,0,956000,Polk County,Polk County-King County-WA
1997,Polk County-Maricopa County-AZ-1819,"Maricopa County, AZ",1819,2018,2019,57,1240000,52,1832000,5,-592000,Polk County,Polk County-Maricopa County-AZ
1998,Polk County-Clark County-WA-1819,"Clark County, WA",1819,2018,2019,43,1252000,61,1698000,-18,-446000,Polk County,Polk County-Clark County-WA
2001,Tillamook County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,158,8521000,89,3752000,69,4769000,Tillamook County,Tillamook County-Multnomah County-OR
2002,Tillamook County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,168,6499000,101,3652000,67,2847000,Tillamook County,Tillamook County-Washington County-OR
2003,Tillamook County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,96,3558000,49,1344000,47,2214000,Tillamook County,Tillamook County-Clackamas County-OR
2004,Tillamook County-Lincoln County-OR-1819,"Lincoln County, OR",1819,2018,2019,47,1588000,35,964000,12,624000,Tillamook County,Tillamook County-Lincoln County-OR
2005,Tillamook County-Clatsop County-OR-1819,"Clatsop County, OR",1819,2018,2019,55,1075000,50,1418000,5,-343000,Tillamook County,Tillamook County-Clatsop County-OR
2007,Umatilla County-Walla Walla County-WA-1819,"Walla Walla County, WA",1819,2018,2019,311,6754000,280,8012000,31,-1258000,Umatilla County,Umatilla County-Walla Walla County-WA
2008,Umatilla County-Morrow County-OR-1819,"Morrow County, OR",1819,2018,2019,254,6123000,305,6184000,-51,-61000,Umatilla County,Umatilla County-Morrow County-OR
2009,Umatilla County-Benton County-WA-1819,"Benton County, WA",1819,2018,2019,176,4848000,264,8378000,-88,-3530000,Umatilla County,Umatilla County-Benton County-WA
2010,Umatilla County-Union County-OR-1819,"Union County, OR",1819,2018,2019,111,2603000,97,2420000,14,183000,Umatilla County,Umatilla County-Union County-OR
2011,Umatilla County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,63,2259000,56,1475000,7,784000,Umatilla County,Umatilla County-Multnomah County-OR
2012,Umatilla County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,60,1833000,43,1396000,17,437000,Umatilla County,Umatilla County-Washington County-OR
2013,Umatilla County-Franklin County-WA-1819,"Franklin County, WA",1819,2018,2019,75,1191000,114,2432000,-39,-1241000,Umatilla County,Umatilla County-Franklin County-WA
2014,Umatilla County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,46,1788000,45,1325000,1,463000,Umatilla County,Umatilla County-Clackamas County-OR
2015,Umatilla County-Spokane County-WA-1819,"Spokane County, WA",1819,2018,2019,52,1174000,51,832000,1,342000,Umatilla County,Umatilla County-Spokane County-WA
2016,Umatilla County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,38,992000,41,1650000,-3,-658000,Umatilla County,Umatilla County-Deschutes County-OR
2017,Umatilla County-Ada County-ID-1819,"Ada County, ID",1819,2018,2019,37,914000,49,1526000,-12,-612000,Umatilla County,Umatilla County-Ada County-ID
2018,Umatilla County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,30,568000,47,873000,-17,-305000,Umatilla County,Umatilla County-Lane County-OR
2020,Union County-Umatilla County-OR-1819,"Umatilla County, OR",1819,2018,2019,97,2420000,111,2603000,-14,-183000,Union County,Union County-Umatilla County-OR
2021,Union County-Baker County-OR-1819,"Baker County, OR",1819,2018,2019,71,1476000,97,2149000,-26,-673000,Union County,Union County-Baker County-OR
2022,Union County-Ada County-ID-1819,"Ada County, ID",1819,2018,2019,28,708000,61,2390000,-33,-1682000,Union County,Union County-Ada County-ID
2023,Union County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,28,556000,45,828000,-17,-272000,Union County,Union County-Multnomah County-OR
2026,Wasco County-Hood River County-OR-1819,"Hood River County, OR",1819,2018,2019,286,6278000,141,3690000,145,2588000,Wasco County,Wasco County-Hood River County-OR
2027,Wasco County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,129,4830000,68,1515000,61,3315000,Wasco County,Wasco County-Multnomah County-OR
2028,Wasco County-Klickitat County-WA-1819,"Klickitat County, WA",1819,2018,2019,128,2875000,162,3443000,-34,-568000,Wasco County,Wasco County-Klickitat County-WA
2029,Wasco County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,82,2514000,48,1918000,34,596000,Wasco County,Wasco County-Clackamas County-OR
2030,Wasco County-Clark County-WA-1819,"Clark County, WA",1819,2018,2019,39,1375000,54,1880000,-15,-505000,Wasco County,Wasco County-Clark County-WA
2031,Wasco County-Washington County-OR-1819,"Washington County, OR",1819,2018,2019,29,1066000,49,1256000,-20,-190000,Wasco County,Wasco County-Washington County-OR
2032,Wasco County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,43,1228000,34,774000,9,454000,Wasco County,Wasco County-Deschutes County-OR
2034,Washington County-Multnomah County-OR-1819,"Multnomah County, OR",1819,2018,2019,7018,342959000,6320,315447000,698,27512000,Washington County,Washington County-Multnomah County-OR
2035,Washington County-Clackamas County-OR-1819,"Clackamas County, OR",1819,2018,2019,3205,161719000,3797,168063000,-592,-6344000,Washington County,Washington County-Clackamas County-OR
2036,Washington County-Clark County-WA-1819,"Clark County, WA",1819,2018,2019,1320,49768000,1881,111026000,-561,-61258000,Washington County,Washington County-Clark County-WA
2037,Washington County-Yamhill County-OR-1819,"Yamhill County, OR",1819,2018,2019,942,30765000,1529,50093000,-587,-19328000,Washington County,Washington County-Yamhill County-OR
2038,Washington County-Marion County-OR-1819,"Marion County, OR",1819,2018,2019,925,27670000,1175,34227000,-250,-6557000,Washington County,Washington County-Marion County-OR
2039,Washington County-Los Angeles County-CA-1819,"Los Angeles County, CA",1819,2018,2019,750,28362000,424,15260000,326,13102000,Washington County,Washington County-Los Angeles County-CA
2040,Washington County-King County-WA-1819,"King County, WA",1819,2018,2019,629,35525000,834,55172000,-205,-19647000,Washington County,Washington County-King County-WA
2041,Washington County-Maricopa County-AZ-1819,"Maricopa County, AZ",1819,2018,2019,587,23930000,882,49834000,-295,-25904000,Washington County,Washington County-Maricopa County-AZ
2042,Washington County-Lane County-OR-1819,"Lane County, OR",1819,2018,2019,476,15008000,391,12665000,85,2343000,Washington County,Washington County-Lane County-OR
2043,Washington County-Santa Clara County-CA-1819,"Santa Clara County, CA",1819,2018,2019,573,55167000,476,42192000,97,12975000,Washington County,Washington County-Santa Clara County-CA
2044,Washington County-Benton County-OR-1819,"Benton County, OR",1819,2018,2019,314,9747000,171,5068000,143,4679000,Washington County,Washington County-Benton County-OR
2045,Washington County-Columbia County-OR-1819,"Columbia County, OR",1819,2018,2019,415,11246000,639,22470000,-224,-11224000,Washington County,Washington County-Columbia County-OR
2046,Washington County-Orange County-CA-1819,"Orange County, CA",1819,2018,2019,365,16230000,184,9552000,181,6678000,Washington County,Washington County-Orange County-CA
2047,Washington County-San Diego County-CA-1819,"San Diego County, CA",1819,2018,2019,358,13007000,343,14553000,15,-1546000,Washington County,Washington County-San Diego County-CA
2048,Washington County-Deschutes County-OR-1819,"Deschutes County, OR",1819,2018,2019,260,12011000,565,30209000,-305,-18198000,Washington County,Washington County-Deschutes County-OR
2049,Washington County-Alameda County-CA-1819,"Alameda County, CA",1819,2018,2019,281,14881000,147,9215000,134,5666000,Washington County,Washington County-Alameda County-CA
2050,Washington County-Honolulu County-HI-1819,"Honolulu County, HI",1819,2018,2019,252,7238000,122,4851000,130,2387000,Washington County,Washington County-Honolulu County-HI
2051,Washington County-Jackson County-OR-1819,"Jackson County, OR",1819,2018,2019,210,6033000,201,5731000,9,302000,Washington County,Washington County-Jackson County-OR
2052,Washington County-Clark County-NV-1819,"Clark County, NV",1819,2018,2019,265,7412000,294,11471000,-29,-4059000,Washington County,Washington County-Clark County-NV
2053,Washington County-Polk County-OR-1819,"Polk County, OR",1819,2018,2019,200,5635000,242,7873000,-42,-2238000,Washington County,Washington County-Polk County-OR
2054,Washington County-Riverside County-CA-1819,"Riverside County, CA",1819,2018,2019,213,7350000,133,7240000,80,110000,Washington County,Washington County-Riverside County-CA
2055,Washington County-Cook County-IL-1819,"Cook County, IL",1819,2018,2019,163,8071000,88,4305000,75,3766000,Washington County,Washington County-Cook County-IL
2056,Washington County-Pierce County-WA-1819,"Pierce County, WA",1819,2018,2019,177,6756000,199,8668000,-22,-1912000,Washington County,Washington County-Pierce County-WA
2057,Washington County-Sacramento County-CA-1819,"Sacramento County, CA",1819,2018,2019,168,8587000,151,5123000,17,3464000,Washington County,Washington County-Sacramento County-CA
2058,Washington County-Linn County-OR-1819,"Linn County, OR",1819,2018,2019,151,3477000,186,5688000,-35,-2211000,Washington County,Washington County-Linn County-OR
2059,Washington County-Clatsop County-OR-1819,"Clatsop County, OR",1819,2018,2019,151,5331000,167,5727000,-16,-396000,Washington County,Washington County-Clatsop County-OR
2060,Washington County-Snohomish County-WA-1819,"Snohomish County, WA",1819,2018,2019,181,8041000,239,10534000,-58,-2493000,Washington County,Washington County-Snohomish County-WA
2061,Washington County-Harris County-TX-1819,"Harris County, TX",1819,2018,2019,160,5608000,117,4462000,43,1146000,Washington County,Washington County-Harris County-TX
2062,Washington County-Ada County-ID-1819,"Ada County, ID",1819,2018,2019,158,6510000,237,12871000,-79,-6361000,Washington County,Washington County-Ada County-ID
2063,Washington County-Travis County-TX-1819,"Travis County, TX",1819,2018,2019,148,9103000,186,13906000,-38,-4803000,Washington County,Washington County-Travis County-TX
2064,Washington County-Spokane County-WA-1819,"Spokane County, WA",1819,2018,2019,138,4826000,159,6439000,-21,-1613000,Washington County,Washington County-Spokane County-WA
2065,Washington County-San Bernardino County-CA-1819,"San Bernardino County, CA",1819,2018,2019,131,2984000,81,2636000,50,348000,Washington County,Washington County-San Bernardino County-CA
2066,Washington County-San Mateo County-CA-1819,"San Mateo County, CA",1819,2018,2019,160,9089000,76,5439000,84,3650000,Washington County,Washington County-San Mateo County-CA
2067,Washington County-Salt Lake County-UT-1819,"Salt Lake County, UT",1819,2018,2019,143,5315000,100,3705000,43,1610000,Washington County,Washington County-Salt Lake County-UT
2068,Washington County-Contra Costa County-CA-1819,"Contra Costa County, CA",1819,2018,2019,135,9026000,53,2633000,82,6393000,Washington County,Washington County-Contra Costa County-CA
2069,Washington County-San Francisco County-CA-1819,"San Francisco County, CA",1819,2018,2019,99,7358000,59,4200000,40,3158000,Washington County,Washington County-San Francisco County-CA
2070,Washington County-Tillamook County-OR-1819,"Tillamook County, OR",1819,2018,2019,101,3652000,168,6499000,-67,-2847000,Washington County,Washington County-Tillamook County-OR
2071,Washington County-Lincoln County-OR-1819,"Lincoln County, OR",1819,2018,2019,96,3070000,121,5724000,-25,-2654000,Washington County,Washington County-Lincoln County-OR
2072,Washington County-Dallas County-TX-1819,"Dallas County, TX",1819,2018,2019,89,3614000,91,5100000,-2,-1486000,Washington County,Washington County-Dallas County-TX
2073,Washington County-Thurston County-WA-1819,"Thurston County, WA",1819,2018,2019,73,2268000,136,4386000,-63,-2118000,Washington County,Washington County-Thurston County-WA
2074,Washington County-Washoe County-NV-1819,"Washoe County, NV",1819,2018,2019,77,3421000,75,2403000,2,1018000,Washington County,Washington County-Washoe County-NV
2075,Washington County-Douglas County-OR-1819,"Douglas County, OR",1819,2018,2019,86,2119000,129,3613000,-43,-1494000,Washington County,Washington County-Douglas County-OR
2076,Washington County-Hennepin County-MN-1819,"Hennepin County, MN",1819,2018,2019,100,4822000,77,6059000,23,-1237000,Washington County,Washington County-Hennepin County-MN
2077,Washington County-Pima County-AZ-1819,"Pima County, AZ",1819,2018,2019,80,2338000,122,4490000,-42,-2152000,Washington County,Washington County-Pima County-AZ
2078,Washington County-Ventura County-CA-1819,"Ventura County, CA",1819,2018,2019,105,3447000,37,1375000,68,2072000,Washington County,Washington County-Ventura County-CA
2079,Washington County-Middlesex County-MA-1819,"Middlesex County, MA",1819,2018,2019,85,6153000,62,4449000,23,1704000,Washington County,Washington County-Middlesex County-MA
2080,Washington County-Cowlitz County-WA-1819,"Cowlitz County, WA",1819,2018,2019,109,3293000,158,5142000,-49,-1849000,Washington County,Washington County-Cowlitz County-WA
2081,Washington County-Anchorage Municipality-AK-1819,"Anchorage Municipality, AK",1819,2018,2019,80,3089000,42,1476000,38,1613000,Washington County,Washington County-Anchorage Municipality-AK
2082,Washington County-Franklin County-OH-1819,"Franklin County, OH",1819,2018,2019,60,3329000,45,878000,15,2451000,Washington County,Washington County-Franklin County-OH
2083,Washington County-Tarrant County-TX-1819,"Tarrant County, TX",1819,2018,2019,73,2560000,63,2090000,10,470000,Washington County,Washington County-Tarrant County-TX
2084,Washington County-Utah County-UT-1819,"Utah County, UT",1819,2018,2019,99,2568000,142,5081000,-43,-2513000,Washington County,Washington County-Utah County-UT
2085,Washington County-Denver County-CO-1819,"Denver County, CO",1819,2018,2019,57,2160000,54,3166000,3,-1006000,Washington County,Washington County-Denver County-CO
2086,Washington County-New York County-NY-1819,"New York County, NY",1819,2018,2019,61,4869000,57,3361000,4,1508000,Washington County,Washington County-New York County-NY
2087,Washington County-El Paso County-CO-1819,"El Paso County, CO",1819,2018,2019,68,2234000,45,1548000,23,686000,Washington County,Washington County-El Paso County-CO
2088,Washington County-Wake County-NC-1819,"Wake County, NC",1819,2018,2019,59,2381000,48,2432000,11,-51000,Washington County,Washington County-Wake County-NC
2089,Washington County-Josephine County-OR-1819,"Josephine County, OR",1819,2018,2019,53,1626000,40,1197000,13,429000,Washington County,Washington County-Josephine County-OR
2090,Washington County-Collin County-TX-1819,"Collin County, TX",1819,2018,2019,69,4106000,134,5245000,-65,-1139000,Washington County,Washington County-Collin County-TX
2091,Washington County-Bernalillo County-NM-1819,"Bernalillo County, NM",1819,2018,2019,52,1643000,73,4131000,-21,-2488000,Washington County,Washington County-Bernalillo County-NM
2092,Washington County-Klamath County-OR-1819,"Klamath County, OR",1819,2018,2019,62,1767000,70,1369000,-8,398000,Washington County,Washington County-Klamath County-OR
2093,Washington County-Whatcom County-WA-1819,"Whatcom County, WA",1819,2018,2019,55,1674000,63,2177000,-8,-503000,Washington County,Washington County-Whatcom County-WA
2094,Washington County-Yakima County-WA-1819,"Yakima County, WA",1819,2018,2019,76,1537000,27,1119000,49,418000,Washington County,Washington County-Yakima County-WA
2095,Washington County-Benton County-WA-1819,"Benton County, WA",1819,2018,2019,67,1981000,62,2348000,5,-367000,Washington County,Washington County-Benton County-WA
2096,Washington County-Bexar County-TX-1819,"Bexar County, TX",1819,2018,2019,63,1846000,76,2219000,-13,-373000,Washington County,Washington County-Bexar County-TX
2097,Washington County-Kitsap County-WA-1819,"Kitsap County, WA",1819,2018,2019,60,1772000,55,1697000,5,75000,Washington County,Washington County-Kitsap County-WA
