,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
246818,Polk County,OR,Washington County,OR,200,5635,5635000,1819,2018,2019,inflow,Washington County-Polk County-OR-1819,"Polk County, OR"
246819,Riverside County,CA,Washington County,OR,213,7350,7350000,1819,2018,2019,inflow,Washington County-Riverside County-CA-1819,"Riverside County, CA"
246820,Cook County,IL,Washington County,OR,163,8071,8071000,1819,2018,2019,inflow,Washington County-Cook County-IL-1819,"Cook County, IL"
246821,Pierce County,WA,Washington County,OR,177,6756,6756000,1819,2018,2019,inflow,Washington County-Pierce County-WA-1819,"Pierce County, WA"
246822,Sacramento County,CA,Washington County,OR,168,8587,8587000,1819,2018,2019,inflow,Washington County-Sacramento County-CA-1819,"Sacramento County, CA"
246823,Linn County,OR,Washington County,OR,151,3477,3477000,1819,2018,2019,inflow,Washington County-Linn County-OR-1819,"Linn County, OR"
246824,Clatsop County,OR,Washington County,OR,151,5331,5331000,1819,2018,2019,inflow,Washington County-Clatsop County-OR-1819,"Clatsop County, OR"
246825,Snohomish County,WA,Washington County,OR,181,8041,8041000,1819,2018,2019,inflow,Washington County-Snohomish County-WA-1819,"Snohomish County, WA"
246826,Harris County,TX,Washington County,OR,160,5608,5608000,1819,2018,2019,inflow,Washington County-Harris County-TX-1819,"Harris County, TX"
246827,Ada County,ID,Washington County,OR,158,6510,6510000,1819,2018,2019,inflow,Washington County-Ada County-ID-1819,"Ada County, ID"
246828,Travis County,TX,Washington County,OR,148,9103,9103000,1819,2018,2019,inflow,Washington County-Travis County-TX-1819,"Travis County, TX"
246829,Spokane County,WA,Washington County,OR,138,4826,4826000,1819,2018,2019,inflow,Washington County-Spokane County-WA-1819,"Spokane County, WA"
246830,San Bernardino County,CA,Washington County,OR,131,2984,2984000,1819,2018,2019,inflow,Washington County-San Bernardino County-CA-1819,"San Bernardino County, CA"
246831,San Mateo County,CA,Washington County,OR,160,9089,9089000,1819,2018,2019,inflow,Washington County-San Mateo County-CA-1819,"San Mateo County, CA"
246832,Salt Lake County,UT,Washington County,OR,143,5315,5315000,1819,2018,2019,inflow,Washington County-Salt Lake County-UT-1819,"Salt Lake County, UT"
246833,Contra Costa County,CA,Washington County,OR,135,9026,9026000,1819,2018,2019,inflow,Washington County-Contra Costa County-CA-1819,"Contra Costa County, CA"
246834,San Francisco County,CA,Washington County,OR,99,7358,7358000,1819,2018,2019,inflow,Washington County-San Francisco County-CA-1819,"San Francisco County, CA"
246835,Tillamook County,OR,Washington County,OR,101,3652,3652000,1819,2018,2019,inflow,Washington County-Tillamook County-OR-1819,"Tillamook County, OR"
246836,Lincoln County,OR,Washington County,OR,96,3070,3070000,1819,2018,2019,inflow,Washington County-Lincoln County-OR-1819,"Lincoln County, OR"
246837,Dallas County,TX,Washington County,OR,89,3614,3614000,1819,2018,2019,inflow,Washington County-Dallas County-TX-1819,"Dallas County, TX"
246838,Thurston County,WA,Washington County,OR,73,2268,2268000,1819,2018,2019,inflow,Washington County-Thurston County-WA-1819,"Thurston County, WA"
246839,Washoe County,NV,Washington County,OR,77,3421,3421000,1819,2018,2019,inflow,Washington County-Washoe County-NV-1819,"Washoe County, NV"
246840,Douglas County,OR,Washington County,OR,86,2119,2119000,1819,2018,2019,inflow,Washington County-Douglas County-OR-1819,"Douglas County, OR"
246841,Hennepin County,MN,Washington County,OR,100,4822,4822000,1819,2018,2019,inflow,Washington County-Hennepin County-MN-1819,"Hennepin County, MN"
246842,Pima County,AZ,Washington County,OR,80,2338,2338000,1819,2018,2019,inflow,Washington County-Pima County-AZ-1819,"Pima County, AZ"
246843,Ventura County,CA,Washington County,OR,105,3447,3447000,1819,2018,2019,inflow,Washington County-Ventura County-CA-1819,"Ventura County, CA"
246844,Middlesex County,MA,Washington County,OR,85,6153,6153000,1819,2018,2019,inflow,Washington County-Middlesex County-MA-1819,"Middlesex County, MA"
246845,Cowlitz County,WA,Washington County,OR,109,3293,3293000,1819,2018,2019,inflow,Washington County-Cowlitz County-WA-1819,"Cowlitz County, WA"
246846,Anchorage Municipality,AK,Washington County,OR,80,3089,3089000,1819,2018,2019,inflow,Washington County-Anchorage Municipality-AK-1819,"Anchorage Municipality, AK"
246847,Franklin County,OH,Washington County,OR,60,3329,3329000,1819,2018,2019,inflow,Washington County-Franklin County-OH-1819,"Franklin County, OH"
246848,Tarrant County,TX,Washington County,OR,73,2560,2560000,1819,2018,2019,inflow,Washington County-Tarrant County-TX-1819,"Tarrant County, TX"
246849,Utah County,UT,Washington County,OR,99,2568,2568000,1819,2018,2019,inflow,Washington County-Utah County-UT-1819,"Utah County, UT"
246850,Sonoma County,CA,Washington County,OR,68,2788,2788000,1819,2018,2019,inflow,Washington County-Sonoma County-CA-1819,"Sonoma County, CA"
246851,Denver County,CO,Washington County,OR,57,2160,2160000,1819,2018,2019,inflow,Washington County-Denver County-CO-1819,"Denver County, CO"
246853,New York County,NY,Washington County,OR,61,4869,4869000,1819,2018,2019,inflow,Washington County-New York County-NY-1819,"New York County, NY"
246854,Santa Barbara County,CA,Washington County,OR,50,2738,2738000,1819,2018,2019,inflow,Washington County-Santa Barbara County-CA-1819,"Santa Barbara County, CA"
246855,El Paso County,CO,Washington County,OR,68,2234,2234000,1819,2018,2019,inflow,Washington County-El Paso County-CO-1819,"El Paso County, CO"
246856,Miami-Dade County,FL,Washington County,OR,66,2515,2515000,1819,2018,2019,inflow,Washington County-Miami-Dade County-FL-1819,"Miami-Dade County, FL"
246857,Wake County,NC,Washington County,OR,59,2381,2381000,1819,2018,2019,inflow,Washington County-Wake County-NC-1819,"Wake County, NC"
246858,Josephine County,OR,Washington County,OR,53,1626,1626000,1819,2018,2019,inflow,Washington County-Josephine County-OR-1819,"Josephine County, OR"
246859,Collin County,TX,Washington County,OR,69,4106,4106000,1819,2018,2019,inflow,Washington County-Collin County-TX-1819,"Collin County, TX"
246860,Oakland County,MI,Washington County,OR,63,3312,3312000,1819,2018,2019,inflow,Washington County-Oakland County-MI-1819,"Oakland County, MI"
246861,Bernalillo County,NM,Washington County,OR,52,1643,1643000,1819,2018,2019,inflow,Washington County-Bernalillo County-NM-1819,"Bernalillo County, NM"
246862,Klamath County,OR,Washington County,OR,62,1767,1767000,1819,2018,2019,inflow,Washington County-Klamath County-OR-1819,"Klamath County, OR"
246863,Whatcom County,WA,Washington County,OR,55,1674,1674000,1819,2018,2019,inflow,Washington County-Whatcom County-WA-1819,"Whatcom County, WA"
246864,Yakima County,WA,Washington County,OR,76,1537,1537000,1819,2018,2019,inflow,Washington County-Yakima County-WA-1819,"Yakima County, WA"
246865,Dane County,WI,Washington County,OR,55,2319,2319000,1819,2018,2019,inflow,Washington County-Dane County-WI-1819,"Dane County, WI"
246866,Placer County,CA,Washington County,OR,61,2692,2692000,1819,2018,2019,inflow,Washington County-Placer County-CA-1819,"Placer County, CA"
246867,Maui County,HI,Washington County,OR,58,2750,2750000,1819,2018,2019,inflow,Washington County-Maui County-HI-1819,"Maui County, HI"
246868,Benton County,WA,Washington County,OR,67,1981,1981000,1819,2018,2019,inflow,Washington County-Benton County-WA-1819,"Benton County, WA"
246869,Santa Cruz County,CA,Washington County,OR,46,1788,1788000,1819,2018,2019,inflow,Washington County-Santa Cruz County-CA-1819,"Santa Cruz County, CA"
246870,Shasta County,CA,Washington County,OR,47,1087,1087000,1819,2018,2019,inflow,Washington County-Shasta County-CA-1819,"Shasta County, CA"
246871,DuPage County,IL,Washington County,OR,74,3812,3812000,1819,2018,2019,inflow,Washington County-DuPage County-IL-1819,"DuPage County, IL"
246872,Saratoga County,NY,Washington County,OR,80,4870,4870000,1819,2018,2019,inflow,Washington County-Saratoga County-NY-1819,"Saratoga County, NY"
246873,San Joaquin County,CA,Washington County,OR,51,1969,1969000,1819,2018,2019,inflow,Washington County-San Joaquin County-CA-1819,"San Joaquin County, CA"
246874,Bexar County,TX,Washington County,OR,63,1846,1846000,1819,2018,2019,inflow,Washington County-Bexar County-TX-1819,"Bexar County, TX"
246875,Kitsap County,WA,Washington County,OR,60,1772,1772000,1819,2018,2019,inflow,Washington County-Kitsap County-WA-1819,"Kitsap County, WA"
246876,Jefferson County,CO,Washington County,OR,52,2119,2119000,1819,2018,2019,inflow,Washington County-Jefferson County-CO-1819,"Jefferson County, CO"
246877,Kings County,NY,Washington County,OR,45,2826,2826000,1819,2018,2019,inflow,Washington County-Kings County-NY-1819,"Kings County, NY"
246878,Fresno County,CA,Washington County,OR,51,1630,1630000,1819,2018,2019,inflow,Washington County-Fresno County-CA-1819,"Fresno County, CA"
246879,Kern County,CA,Washington County,OR,54,1804,1804000,1819,2018,2019,inflow,Washington County-Kern County-CA-1819,"Kern County, CA"
246880,Umatilla County,OR,Washington County,OR,43,1396,1396000,1819,2018,2019,inflow,Washington County-Umatilla County-OR-1819,"Umatilla County, OR"
246881,Solano County,CA,Washington County,OR,50,1647,1647000,1819,2018,2019,inflow,Washington County-Solano County-CA-1819,"Solano County, CA"
246882,Larimer County,CO,Washington County,OR,43,1466,1466000,1819,2018,2019,inflow,Washington County-Larimer County-CO-1819,"Larimer County, CO"
246883,Wasco County,OR,Washington County,OR,49,1256,1256000,1819,2018,2019,inflow,Washington County-Wasco County-OR-1819,"Wasco County, OR"
246884,Monterey County,CA,Washington County,OR,53,1383,1383000,1819,2018,2019,inflow,Washington County-Monterey County-CA-1819,"Monterey County, CA"
246885,Coos County,OR,Washington County,OR,41,1376,1376000,1819,2018,2019,inflow,Washington County-Coos County-OR-1819,"Coos County, OR"
246886,El Paso County,TX,Washington County,OR,62,1410,1410000,1819,2018,2019,inflow,Washington County-El Paso County-TX-1819,"El Paso County, TX"
246887,Arapahoe County,CO,Washington County,OR,49,1955,1955000,1819,2018,2019,inflow,Washington County-Arapahoe County-CO-1819,"Arapahoe County, CO"
246888,Alachua County,FL,Washington County,OR,28,1455,1455000,1819,2018,2019,inflow,Washington County-Alachua County-FL-1819,"Alachua County, FL"
246889,Fulton County,GA,Washington County,OR,40,1559,1559000,1819,2018,2019,inflow,Washington County-Fulton County-GA-1819,"Fulton County, GA"
246890,Hawaii County,HI,Washington County,OR,41,1903,1903000,1819,2018,2019,inflow,Washington County-Hawaii County-HI-1819,"Hawaii County, HI"
246891,Montgomery County,MD,Washington County,OR,47,2059,2059000,1819,2018,2019,inflow,Washington County-Montgomery County-MD-1819,"Montgomery County, MD"
246892,Allegheny County,PA,Washington County,OR,44,1936,1936000,1819,2018,2019,inflow,Washington County-Allegheny County-PA-1819,"Allegheny County, PA"
246893,Stanislaus County,CA,Washington County,OR,41,950,950000,1819,2018,2019,inflow,Washington County-Stanislaus County-CA-1819,"Stanislaus County, CA"
246894,Hillsborough County,FL,Washington County,OR,44,1448,1448000,1819,2018,2019,inflow,Washington County-Hillsborough County-FL-1819,"Hillsborough County, FL"
246895,Butte County,CA,Washington County,OR,39,871,871000,1819,2018,2019,inflow,Washington County-Butte County-CA-1819,"Butte County, CA"
246896,Orange County,FL,Washington County,OR,37,1374,1374000,1819,2018,2019,inflow,Washington County-Orange County-FL-1819,"Orange County, FL"
246897,Washtenaw County,MI,Washington County,OR,34,1743,1743000,1819,2018,2019,inflow,Washington County-Washtenaw County-MI-1819,"Washtenaw County, MI"
246898,Humboldt County,CA,Washington County,OR,34,1218,1218000,1819,2018,2019,inflow,Washington County-Humboldt County-CA-1819,"Humboldt County, CA"
246899,Marin County,CA,Washington County,OR,38,1696,1696000,1819,2018,2019,inflow,Washington County-Marin County-CA-1819,"Marin County, CA"
246900,San Luis Obispo County,CA,Washington County,OR,27,1490,1490000,1819,2018,2019,inflow,Washington County-San Luis Obispo County-CA-1819,"San Luis Obispo County, CA"
246901,Yolo County,CA,Washington County,OR,33,1560,1560000,1819,2018,2019,inflow,Washington County-Yolo County-CA-1819,"Yolo County, CA"
246902,Boulder County,CO,Washington County,OR,30,1287,1287000,1819,2018,2019,inflow,Washington County-Boulder County-CO-1819,"Boulder County, CO"
246903,Pinellas County,FL,Washington County,OR,35,936,936000,1819,2018,2019,inflow,Washington County-Pinellas County-FL-1819,"Pinellas County, FL"
246904,Gallatin County,MT,Washington County,OR,28,913,913000,1819,2018,2019,inflow,Washington County-Gallatin County-MT-1819,"Gallatin County, MT"
246905,Mecklenburg County,NC,Washington County,OR,34,1757,1757000,1819,2018,2019,inflow,Washington County-Mecklenburg County-NC-1819,"Mecklenburg County, NC"
246906,Brazos County,TX,Washington County,OR,30,1082,1082000,1819,2018,2019,inflow,Washington County-Brazos County-TX-1819,"Brazos County, TX"
246907,Canyon County,ID,Washington County,OR,31,592,592000,1819,2018,2019,inflow,Washington County-Canyon County-ID-1819,"Canyon County, ID"
246908,Middlesex County,NJ,Washington County,OR,42,1314,1314000,1819,2018,2019,inflow,Washington County-Middlesex County-NJ-1819,"Middlesex County, NJ"
246909,Hood River County,OR,Washington County,OR,34,1034,1034000,1819,2018,2019,inflow,Washington County-Hood River County-OR-1819,"Hood River County, OR"
246910,Fairfax County,VA,Washington County,OR,43,2087,2087000,1819,2018,2019,inflow,Washington County-Fairfax County-VA-1819,"Fairfax County, VA"
246911,Milwaukee County,WI,Washington County,OR,47,1216,1216000,1819,2018,2019,inflow,Washington County-Milwaukee County-WI-1819,"Milwaukee County, WI"
246912,Duval County,FL,Washington County,OR,37,1147,1147000,1819,2018,2019,inflow,Washington County-Duval County-FL-1819,"Duval County, FL"
246913,Kootenai County,ID,Washington County,OR,36,970,970000,1819,2018,2019,inflow,Washington County-Kootenai County-ID-1819,"Kootenai County, ID"
246914,Union County,OR,Washington County,OR,23,449,449000,1819,2018,2019,inflow,Washington County-Union County-OR-1819,"Union County, OR"
246922,Wheeler County Total Migration-US and Foreign,OR,Wheeler County,OR,54,1467,1467000,1819,2018,2019,inflow,Wheeler County total migration-1819,"Wheeler County Total Migration-US and Foreign, OR"
246930,Yamhill County Total Migration-US and Foreign,OR,Yamhill County,OR,5284,180449,180449000,1819,2018,2019,inflow,Yamhill County total migration-1819,"Yamhill County Total Migration-US and Foreign, OR"
246935,Washington County,OR,Yamhill County,OR,1529,50093,50093000,1819,2018,2019,inflow,Yamhill County-Washington County-OR-1819,"Washington County, OR"
246936,Clackamas County,OR,Yamhill County,OR,395,15122,15122000,1819,2018,2019,inflow,Yamhill County-Clackamas County-OR-1819,"Clackamas County, OR"
246937,Marion County,OR,Yamhill County,OR,388,10015,10015000,1819,2018,2019,inflow,Yamhill County-Marion County-OR-1819,"Marion County, OR"
246938,Multnomah County,OR,Yamhill County,OR,295,13284,13284000,1819,2018,2019,inflow,Yamhill County-Multnomah County-OR-1819,"Multnomah County, OR"
246939,Polk County,OR,Yamhill County,OR,373,8509,8509000,1819,2018,2019,inflow,Yamhill County-Polk County-OR-1819,"Polk County, OR"
246940,Lane County,OR,Yamhill County,OR,78,2392,2392000,1819,2018,2019,inflow,Yamhill County-Lane County-OR-1819,"Lane County, OR"
246941,King County,WA,Yamhill County,OR,69,5806,5806000,1819,2018,2019,inflow,Yamhill County-King County-WA-1819,"King County, WA"
246942,Los Angeles County,CA,Yamhill County,OR,53,2412,2412000,1819,2018,2019,inflow,Yamhill County-Los Angeles County-CA-1819,"Los Angeles County, CA"
246943,Clark County,WA,Yamhill County,OR,80,2592,2592000,1819,2018,2019,inflow,Yamhill County-Clark County-WA-1819,"Clark County, WA"
246944,Deschutes County,OR,Yamhill County,OR,64,1823,1823000,1819,2018,2019,inflow,Yamhill County-Deschutes County-OR-1819,"Deschutes County, OR"
246945,Lincoln County,OR,Yamhill County,OR,51,1619,1619000,1819,2018,2019,inflow,Yamhill County-Lincoln County-OR-1819,"Lincoln County, OR"
246946,Linn County,OR,Yamhill County,OR,49,1098,1098000,1819,2018,2019,inflow,Yamhill County-Linn County-OR-1819,"Linn County, OR"
246947,Benton County,OR,Yamhill County,OR,44,1815,1815000,1819,2018,2019,inflow,Yamhill County-Benton County-OR-1819,"Benton County, OR"
246948,Columbia County,OR,Yamhill County,OR,52,1879,1879000,1819,2018,2019,inflow,Yamhill County-Columbia County-OR-1819,"Columbia County, OR"
246949,Orange County,CA,Yamhill County,OR,43,1531,1531000,1819,2018,2019,inflow,Yamhill County-Orange County-CA-1819,"Orange County, CA"
246950,Tillamook County,OR,Yamhill County,OR,36,1469,1469000,1819,2018,2019,inflow,Yamhill County-Tillamook County-OR-1819,"Tillamook County, OR"
331943,Baker County Total Migration-US and Foreign,OR,Baker County,OR,947,27494,27494000,1920,2019,2020,inflow,Baker County total migration-1920,"Baker County Total Migration-US and Foreign, OR"
