,y1_countyname,y1_state,y2_countyname,y2_state,n2_inflow,agi_perThou_inflow,agi_inflow,yr_range,year1,year2,mig_direction1,unique_tag,secondary_county
158080,King County,WA,Lane County,OR,335,15015,15015000,1617,2016,2017,inflow,Lane County-King County-WA-1617,"King County, WA"
158081,San Diego County,CA,Lane County,OR,371,10752,10752000,1617,2016,2017,inflow,Lane County-San Diego County-CA-1617,"San Diego County, CA"
158082,Coos County,OR,Lane County,OR,353,8198,8198000,1617,2016,2017,inflow,Lane County-Coos County-OR-1617,"Coos County, OR"
158083,Maricopa County,AZ,Lane County,OR,320,9523,9523000,1617,2016,2017,inflow,Lane County-Maricopa County-AZ-1617,"Maricopa County, AZ"
158084,Orange County,CA,Lane County,OR,293,11189,11189000,1617,2016,2017,inflow,Lane County-Orange County-CA-1617,"Orange County, CA"
158085,Santa Clara County,CA,Lane County,OR,270,11988,11988000,1617,2016,2017,inflow,Lane County-Santa Clara County-CA-1617,"Santa Clara County, CA"
158086,Clark County,WA,Lane County,OR,234,6039,6039000,1617,2016,2017,inflow,Lane County-Clark County-WA-1617,"Clark County, WA"
158087,Lincoln County,OR,Lane County,OR,208,4790,4790000,1617,2016,2017,inflow,Lane County-Lincoln County-OR-1617,"Lincoln County, OR"
158088,Sacramento County,CA,Lane County,OR,207,6442,6442000,1617,2016,2017,inflow,Lane County-Sacramento County-CA-1617,"Sacramento County, CA"
158089,Clark County,NV,Lane County,OR,215,5162,5162000,1617,2016,2017,inflow,Lane County-Clark County-NV-1617,"Clark County, NV"
158090,Riverside County,CA,Lane County,OR,214,6038,6038000,1617,2016,2017,inflow,Lane County-Riverside County-CA-1617,"Riverside County, CA"
158091,Alameda County,CA,Lane County,OR,188,7238,7238000,1617,2016,2017,inflow,Lane County-Alameda County-CA-1617,"Alameda County, CA"
158092,Josephine County,OR,Lane County,OR,194,4001,4001000,1617,2016,2017,inflow,Lane County-Josephine County-OR-1617,"Josephine County, OR"
158093,Contra Costa County,CA,Lane County,OR,174,6732,6732000,1617,2016,2017,inflow,Lane County-Contra Costa County-CA-1617,"Contra Costa County, CA"
158094,Polk County,OR,Lane County,OR,142,3541,3541000,1617,2016,2017,inflow,Lane County-Polk County-OR-1617,"Polk County, OR"
158095,Klamath County,OR,Lane County,OR,161,3940,3940000,1617,2016,2017,inflow,Lane County-Klamath County-OR-1617,"Klamath County, OR"
158096,Pierce County,WA,Lane County,OR,159,4422,4422000,1617,2016,2017,inflow,Lane County-Pierce County-WA-1617,"Pierce County, WA"
158097,San Bernardino County,CA,Lane County,OR,145,4451,4451000,1617,2016,2017,inflow,Lane County-San Bernardino County-CA-1617,"San Bernardino County, CA"
158098,Washoe County,NV,Lane County,OR,145,3713,3713000,1617,2016,2017,inflow,Lane County-Washoe County-NV-1617,"Washoe County, NV"
158099,Salt Lake County,UT,Lane County,OR,140,4251,4251000,1617,2016,2017,inflow,Lane County-Salt Lake County-UT-1617,"Salt Lake County, UT"
158100,Ada County,ID,Lane County,OR,128,3094,3094000,1617,2016,2017,inflow,Lane County-Ada County-ID-1617,"Ada County, ID"
158101,Sonoma County,CA,Lane County,OR,138,4057,4057000,1617,2016,2017,inflow,Lane County-Sonoma County-CA-1617,"Sonoma County, CA"
158102,Pima County,AZ,Lane County,OR,130,3821,3821000,1617,2016,2017,inflow,Lane County-Pima County-AZ-1617,"Pima County, AZ"
158103,Cook County,IL,Lane County,OR,89,3652,3652000,1617,2016,2017,inflow,Lane County-Cook County-IL-1617,"Cook County, IL"
158104,Honolulu County,HI,Lane County,OR,131,3416,3416000,1617,2016,2017,inflow,Lane County-Honolulu County-HI-1617,"Honolulu County, HI"
158105,Spokane County,WA,Lane County,OR,110,2475,2475000,1617,2016,2017,inflow,Lane County-Spokane County-WA-1617,"Spokane County, WA"
158106,Yamhill County,OR,Lane County,OR,121,2596,2596000,1617,2016,2017,inflow,Lane County-Yamhill County-OR-1617,"Yamhill County, OR"
158107,Travis County,TX,Lane County,OR,101,2576,2576000,1617,2016,2017,inflow,Lane County-Travis County-TX-1617,"Travis County, TX"
158108,San Francisco County,CA,Lane County,OR,73,4576,4576000,1617,2016,2017,inflow,Lane County-San Francisco County-CA-1617,"San Francisco County, CA"
158109,Ventura County,CA,Lane County,OR,90,2486,2486000,1617,2016,2017,inflow,Lane County-Ventura County-CA-1617,"Ventura County, CA"
158110,San Mateo County,CA,Lane County,OR,85,6667,6667000,1617,2016,2017,inflow,Lane County-San Mateo County-CA-1617,"San Mateo County, CA"
158111,Snohomish County,WA,Lane County,OR,98,2502,2502000,1617,2016,2017,inflow,Lane County-Snohomish County-WA-1617,"Snohomish County, WA"
158112,Humboldt County,CA,Lane County,OR,96,2691,2691000,1617,2016,2017,inflow,Lane County-Humboldt County-CA-1617,"Humboldt County, CA"
158113,San Luis Obispo County,CA,Lane County,OR,78,1909,1909000,1617,2016,2017,inflow,Lane County-San Luis Obispo County-CA-1617,"San Luis Obispo County, CA"
158114,Curry County,OR,Lane County,OR,82,2271,2271000,1617,2016,2017,inflow,Lane County-Curry County-OR-1617,"Curry County, OR"
158115,Kern County,CA,Lane County,OR,91,2650,2650000,1617,2016,2017,inflow,Lane County-Kern County-CA-1617,"Kern County, CA"
158116,Santa Cruz County,CA,Lane County,OR,71,2477,2477000,1617,2016,2017,inflow,Lane County-Santa Cruz County-CA-1617,"Santa Cruz County, CA"
158117,Denver County,CO,Lane County,OR,65,2318,2318000,1617,2016,2017,inflow,Lane County-Denver County-CO-1617,"Denver County, CO"
158118,Harris County,TX,Lane County,OR,75,3141,3141000,1617,2016,2017,inflow,Lane County-Harris County-TX-1617,"Harris County, TX"
158119,Anchorage Municipality,AK,Lane County,OR,66,2162,2162000,1617,2016,2017,inflow,Lane County-Anchorage Municipality-AK-1617,"Anchorage Municipality, AK"
158120,Placer County,CA,Lane County,OR,76,2804,2804000,1617,2016,2017,inflow,Lane County-Placer County-CA-1617,"Placer County, CA"
158121,Boulder County,CO,Lane County,OR,54,1919,1919000,1617,2016,2017,inflow,Lane County-Boulder County-CO-1617,"Boulder County, CO"
158122,Shasta County,CA,Lane County,OR,72,1574,1574000,1617,2016,2017,inflow,Lane County-Shasta County-CA-1617,"Shasta County, CA"
158123,Butte County,CA,Lane County,OR,71,1828,1828000,1617,2016,2017,inflow,Lane County-Butte County-CA-1617,"Butte County, CA"
158124,Santa Barbara County,CA,Lane County,OR,58,1590,1590000,1617,2016,2017,inflow,Lane County-Santa Barbara County-CA-1617,"Santa Barbara County, CA"
158125,San Joaquin County,CA,Lane County,OR,75,1991,1991000,1617,2016,2017,inflow,Lane County-San Joaquin County-CA-1617,"San Joaquin County, CA"
158126,Thurston County,WA,Lane County,OR,65,1268,1268000,1617,2016,2017,inflow,Lane County-Thurston County-WA-1617,"Thurston County, WA"
158127,Monterey County,CA,Lane County,OR,52,845,845000,1617,2016,2017,inflow,Lane County-Monterey County-CA-1617,"Monterey County, CA"
158128,Solano County,CA,Lane County,OR,70,1662,1662000,1617,2016,2017,inflow,Lane County-Solano County-CA-1617,"Solano County, CA"
158129,El Paso County,CO,Lane County,OR,67,1065,1065000,1617,2016,2017,inflow,Lane County-El Paso County-CO-1617,"El Paso County, CO"
158130,Jefferson County,CO,Lane County,OR,58,1506,1506000,1617,2016,2017,inflow,Lane County-Jefferson County-CO-1617,"Jefferson County, CO"
158131,Fresno County,CA,Lane County,OR,59,1553,1553000,1617,2016,2017,inflow,Lane County-Fresno County-CA-1617,"Fresno County, CA"
158132,Stanislaus County,CA,Lane County,OR,43,1111,1111000,1617,2016,2017,inflow,Lane County-Stanislaus County-CA-1617,"Stanislaus County, CA"
158133,Canyon County,ID,Lane County,OR,65,1541,1541000,1617,2016,2017,inflow,Lane County-Canyon County-ID-1617,"Canyon County, ID"
158134,Umatilla County,OR,Lane County,OR,47,1180,1180000,1617,2016,2017,inflow,Lane County-Umatilla County-OR-1617,"Umatilla County, OR"
158135,Kitsap County,WA,Lane County,OR,59,1307,1307000,1617,2016,2017,inflow,Lane County-Kitsap County-WA-1617,"Kitsap County, WA"
158136,Yavapai County,AZ,Lane County,OR,48,1403,1403000,1617,2016,2017,inflow,Lane County-Yavapai County-AZ-1617,"Yavapai County, AZ"
158137,Larimer County,CO,Lane County,OR,38,1086,1086000,1617,2016,2017,inflow,Lane County-Larimer County-CO-1617,"Larimer County, CO"
158138,Tillamook County,OR,Lane County,OR,55,1147,1147000,1617,2016,2017,inflow,Lane County-Tillamook County-OR-1617,"Tillamook County, OR"
158139,Hillsborough County,FL,Lane County,OR,62,1794,1794000,1617,2016,2017,inflow,Lane County-Hillsborough County-FL-1617,"Hillsborough County, FL"
158140,Hawaii County,HI,Lane County,OR,41,1761,1761000,1617,2016,2017,inflow,Lane County-Hawaii County-HI-1617,"Hawaii County, HI"
158141,Maui County,HI,Lane County,OR,56,1126,1126000,1617,2016,2017,inflow,Lane County-Maui County-HI-1617,"Maui County, HI"
158142,Missoula County,MT,Lane County,OR,34,693,693000,1617,2016,2017,inflow,Lane County-Missoula County-MT-1617,"Missoula County, MT"
158143,Bernalillo County,NM,Lane County,OR,44,1523,1523000,1617,2016,2017,inflow,Lane County-Bernalillo County-NM-1617,"Bernalillo County, NM"
158144,Clatsop County,OR,Lane County,OR,46,1196,1196000,1617,2016,2017,inflow,Lane County-Clatsop County-OR-1617,"Clatsop County, OR"
158145,Mohave County,AZ,Lane County,OR,56,1005,1005000,1617,2016,2017,inflow,Lane County-Mohave County-AZ-1617,"Mohave County, AZ"
158146,Marin County,CA,Lane County,OR,32,1983,1983000,1617,2016,2017,inflow,Lane County-Marin County-CA-1617,"Marin County, CA"
158147,Hennepin County,MN,Lane County,OR,35,928,928000,1617,2016,2017,inflow,Lane County-Hennepin County-MN-1617,"Hennepin County, MN"
158148,Utah County,UT,Lane County,OR,58,843,843000,1617,2016,2017,inflow,Lane County-Utah County-UT-1617,"Utah County, UT"
158149,Whatcom County,WA,Lane County,OR,37,656,656000,1617,2016,2017,inflow,Lane County-Whatcom County-WA-1617,"Whatcom County, WA"
158150,Crook County,OR,Lane County,OR,41,716,716000,1617,2016,2017,inflow,Lane County-Crook County-OR-1617,"Crook County, OR"
158151,Yakima County,WA,Lane County,OR,47,976,976000,1617,2016,2017,inflow,Lane County-Yakima County-WA-1617,"Yakima County, WA"
158152,Arapahoe County,CO,Lane County,OR,35,966,966000,1617,2016,2017,inflow,Lane County-Arapahoe County-CO-1617,"Arapahoe County, CO"
158153,Gallatin County,MT,Lane County,OR,31,933,933000,1617,2016,2017,inflow,Lane County-Gallatin County-MT-1617,"Gallatin County, MT"
158154,Coconino County,AZ,Lane County,OR,29,876,876000,1617,2016,2017,inflow,Lane County-Coconino County-AZ-1617,"Coconino County, AZ"
158155,Fairbanks North Star Borough,AK,Lane County,OR,45,995,995000,1617,2016,2017,inflow,Lane County-Fairbanks North Star Borough-AK-1617,"Fairbanks North Star Borough, AK"
158156,Kootenai County,ID,Lane County,OR,33,673,673000,1617,2016,2017,inflow,Lane County-Kootenai County-ID-1617,"Kootenai County, ID"
158157,Middlesex County,MA,Lane County,OR,33,2171,2171000,1617,2016,2017,inflow,Lane County-Middlesex County-MA-1617,"Middlesex County, MA"
158158,Kings County,NY,Lane County,OR,24,784,784000,1617,2016,2017,inflow,Lane County-Kings County-NY-1617,"Kings County, NY"
158159,Davis County,UT,Lane County,OR,43,1144,1144000,1617,2016,2017,inflow,Lane County-Davis County-UT-1617,"Davis County, UT"
158161,Adams County,CO,Lane County,OR,30,961,961000,1617,2016,2017,inflow,Lane County-Adams County-CO-1617,"Adams County, CO"
158162,Cowlitz County,WA,Lane County,OR,37,870,870000,1617,2016,2017,inflow,Lane County-Cowlitz County-WA-1617,"Cowlitz County, WA"
158163,Dane County,WI,Lane County,OR,36,1285,1285000,1617,2016,2017,inflow,Lane County-Dane County-WI-1617,"Dane County, WI"
158164,Milwaukee County,WI,Lane County,OR,29,866,866000,1617,2016,2017,inflow,Lane County-Milwaukee County-WI-1617,"Milwaukee County, WI"
158165,Pinal County,AZ,Lane County,OR,43,1106,1106000,1617,2016,2017,inflow,Lane County-Pinal County-AZ-1617,"Pinal County, AZ"
158166,Napa County,CA,Lane County,OR,32,1238,1238000,1617,2016,2017,inflow,Lane County-Napa County-CA-1617,"Napa County, CA"
158167,Nevada County,CA,Lane County,OR,32,1654,1654000,1617,2016,2017,inflow,Lane County-Nevada County-CA-1617,"Nevada County, CA"
158168,District of Columbia,DC,Lane County,OR,23,1142,1142000,1617,2016,2017,inflow,Lane County-District of Columbia-DC-1617,"District of Columbia, DC"
158169,Tulsa County,OK,Lane County,OR,34,924,924000,1617,2016,2017,inflow,Lane County-Tulsa County-OK-1617,"Tulsa County, OK"
158177,Lincoln County Total Migration-US and Foreign,OR,Lincoln County,OR,4731,141477,141477000,1617,2016,2017,inflow,Lincoln County total migration-1617,"Lincoln County Total Migration-US and Foreign, OR"
158183,Multnomah County,OR,Lincoln County,OR,283,8749,8749000,1617,2016,2017,inflow,Lincoln County-Multnomah County-OR-1617,"Multnomah County, OR"
158184,Washington County,OR,Lincoln County,OR,241,9971,9971000,1617,2016,2017,inflow,Lincoln County-Washington County-OR-1617,"Washington County, OR"
158185,Marion County,OR,Lincoln County,OR,256,7738,7738000,1617,2016,2017,inflow,Lincoln County-Marion County-OR-1617,"Marion County, OR"
158186,Lane County,OR,Lincoln County,OR,175,3959,3959000,1617,2016,2017,inflow,Lincoln County-Lane County-OR-1617,"Lane County, OR"
158187,Clackamas County,OR,Lincoln County,OR,152,7087,7087000,1617,2016,2017,inflow,Lincoln County-Clackamas County-OR-1617,"Clackamas County, OR"
158188,Benton County,OR,Lincoln County,OR,130,3520,3520000,1617,2016,2017,inflow,Lincoln County-Benton County-OR-1617,"Benton County, OR"
158189,Deschutes County,OR,Lincoln County,OR,137,2454,2454000,1617,2016,2017,inflow,Lincoln County-Deschutes County-OR-1617,"Deschutes County, OR"
158190,Linn County,OR,Lincoln County,OR,141,2763,2763000,1617,2016,2017,inflow,Lincoln County-Linn County-OR-1617,"Linn County, OR"
158191,Polk County,OR,Lincoln County,OR,115,2910,2910000,1617,2016,2017,inflow,Lincoln County-Polk County-OR-1617,"Polk County, OR"
158192,Yamhill County,OR,Lincoln County,OR,122,3091,3091000,1617,2016,2017,inflow,Lincoln County-Yamhill County-OR-1617,"Yamhill County, OR"
158193,Maricopa County,AZ,Lincoln County,OR,89,2711,2711000,1617,2016,2017,inflow,Lincoln County-Maricopa County-AZ-1617,"Maricopa County, AZ"
158194,Los Angeles County,CA,Lincoln County,OR,69,3611,3611000,1617,2016,2017,inflow,Lincoln County-Los Angeles County-CA-1617,"Los Angeles County, CA"
158195,Clark County,WA,Lincoln County,OR,86,2103,2103000,1617,2016,2017,inflow,Lincoln County-Clark County-WA-1617,"Clark County, WA"
158196,Tillamook County,OR,Lincoln County,OR,70,1992,1992000,1617,2016,2017,inflow,Lincoln County-Tillamook County-OR-1617,"Tillamook County, OR"
158197,King County,WA,Lincoln County,OR,72,2846,2846000,1617,2016,2017,inflow,Lincoln County-King County-WA-1617,"King County, WA"
158198,Clark County,NV,Lincoln County,OR,89,1987,1987000,1617,2016,2017,inflow,Lincoln County-Clark County-NV-1617,"Clark County, NV"
158199,San Diego County,CA,Lincoln County,OR,58,1863,1863000,1617,2016,2017,inflow,Lincoln County-San Diego County-CA-1617,"San Diego County, CA"
158200,Sacramento County,CA,Lincoln County,OR,58,1771,1771000,1617,2016,2017,inflow,Lincoln County-Sacramento County-CA-1617,"Sacramento County, CA"
158201,Jackson County,OR,Lincoln County,OR,54,1553,1553000,1617,2016,2017,inflow,Lincoln County-Jackson County-OR-1617,"Jackson County, OR"
158202,Douglas County,OR,Lincoln County,OR,53,898,898000,1617,2016,2017,inflow,Lincoln County-Douglas County-OR-1617,"Douglas County, OR"
158203,Coos County,OR,Lincoln County,OR,45,977,977000,1617,2016,2017,inflow,Lincoln County-Coos County-OR-1617,"Coos County, OR"
158204,Umatilla County,OR,Lincoln County,OR,45,1186,1186000,1617,2016,2017,inflow,Lincoln County-Umatilla County-OR-1617,"Umatilla County, OR"
158205,Ada County,ID,Lincoln County,OR,43,1222,1222000,1617,2016,2017,inflow,Lincoln County-Ada County-ID-1617,"Ada County, ID"
158206,Riverside County,CA,Lincoln County,OR,37,1410,1410000,1617,2016,2017,inflow,Lincoln County-Riverside County-CA-1617,"Riverside County, CA"
158214,Linn County Total Migration-US and Foreign,OR,Linn County,OR,10195,246785,246785000,1617,2016,2017,inflow,Linn County total migration-1617,"Linn County Total Migration-US and Foreign, OR"
158220,Benton County,OR,Linn County,OR,1750,47008,47008000,1617,2016,2017,inflow,Linn County-Benton County-OR-1617,"Benton County, OR"
158221,Marion County,OR,Linn County,OR,1666,39223,39223000,1617,2016,2017,inflow,Linn County-Marion County-OR-1617,"Marion County, OR"
158222,Lane County,OR,Linn County,OR,1045,24840,24840000,1617,2016,2017,inflow,Linn County-Lane County-OR-1617,"Lane County, OR"
158223,Polk County,OR,Linn County,OR,317,7410,7410000,1617,2016,2017,inflow,Linn County-Polk County-OR-1617,"Polk County, OR"
158224,Multnomah County,OR,Linn County,OR,247,6574,6574000,1617,2016,2017,inflow,Linn County-Multnomah County-OR-1617,"Multnomah County, OR"
158225,Clackamas County,OR,Linn County,OR,258,6532,6532000,1617,2016,2017,inflow,Linn County-Clackamas County-OR-1617,"Clackamas County, OR"
158226,Washington County,OR,Linn County,OR,257,8095,8095000,1617,2016,2017,inflow,Linn County-Washington County-OR-1617,"Washington County, OR"
158227,Deschutes County,OR,Linn County,OR,198,4642,4642000,1617,2016,2017,inflow,Linn County-Deschutes County-OR-1617,"Deschutes County, OR"
158228,Lincoln County,OR,Linn County,OR,181,3640,3640000,1617,2016,2017,inflow,Linn County-Lincoln County-OR-1617,"Lincoln County, OR"
158229,Douglas County,OR,Linn County,OR,123,3059,3059000,1617,2016,2017,inflow,Linn County-Douglas County-OR-1617,"Douglas County, OR"
158230,Maricopa County,AZ,Linn County,OR,95,2328,2328000,1617,2016,2017,inflow,Linn County-Maricopa County-AZ-1617,"Maricopa County, AZ"
158231,Coos County,OR,Linn County,OR,85,1692,1692000,1617,2016,2017,inflow,Linn County-Coos County-OR-1617,"Coos County, OR"
158232,Jackson County,OR,Linn County,OR,95,1935,1935000,1617,2016,2017,inflow,Linn County-Jackson County-OR-1617,"Jackson County, OR"
158233,Los Angeles County,CA,Linn County,OR,115,2101,2101000,1617,2016,2017,inflow,Linn County-Los Angeles County-CA-1617,"Los Angeles County, CA"
158234,Yamhill County,OR,Linn County,OR,91,1961,1961000,1617,2016,2017,inflow,Linn County-Yamhill County-OR-1617,"Yamhill County, OR"
158235,Clark County,WA,Linn County,OR,93,2319,2319000,1617,2016,2017,inflow,Linn County-Clark County-WA-1617,"Clark County, WA"
158236,King County,WA,Linn County,OR,69,2128,2128000,1617,2016,2017,inflow,Linn County-King County-WA-1617,"King County, WA"
158237,San Diego County,CA,Linn County,OR,55,1285,1285000,1617,2016,2017,inflow,Linn County-San Diego County-CA-1617,"San Diego County, CA"
158238,Pierce County,WA,Linn County,OR,70,1355,1355000,1617,2016,2017,inflow,Linn County-Pierce County-WA-1617,"Pierce County, WA"
158239,San Bernardino County,CA,Linn County,OR,76,1456,1456000,1617,2016,2017,inflow,Linn County-San Bernardino County-CA-1617,"San Bernardino County, CA"
158240,Klamath County,OR,Linn County,OR,80,1586,1586000,1617,2016,2017,inflow,Linn County-Klamath County-OR-1617,"Klamath County, OR"
158241,Riverside County,CA,Linn County,OR,75,1205,1205000,1617,2016,2017,inflow,Linn County-Riverside County-CA-1617,"Riverside County, CA"
158242,Washoe County,NV,Linn County,OR,58,1149,1149000,1617,2016,2017,inflow,Linn County-Washoe County-NV-1617,"Washoe County, NV"
158243,Umatilla County,OR,Linn County,OR,64,1425,1425000,1617,2016,2017,inflow,Linn County-Umatilla County-OR-1617,"Umatilla County, OR"
158244,Orange County,CA,Linn County,OR,49,1289,1289000,1617,2016,2017,inflow,Linn County-Orange County-CA-1617,"Orange County, CA"
158245,Santa Clara County,CA,Linn County,OR,42,1940,1940000,1617,2016,2017,inflow,Linn County-Santa Clara County-CA-1617,"Santa Clara County, CA"
158246,Clark County,NV,Linn County,OR,47,896,896000,1617,2016,2017,inflow,Linn County-Clark County-NV-1617,"Clark County, NV"
158247,Josephine County,OR,Linn County,OR,36,603,603000,1617,2016,2017,inflow,Linn County-Josephine County-OR-1617,"Josephine County, OR"
158248,Sacramento County,CA,Linn County,OR,31,1020,1020000,1617,2016,2017,inflow,Linn County-Sacramento County-CA-1617,"Sacramento County, CA"
158249,Spokane County,WA,Linn County,OR,39,734,734000,1617,2016,2017,inflow,Linn County-Spokane County-WA-1617,"Spokane County, WA"
158257,Malheur County Total Migration-US and Foreign,OR,Malheur County,OR,1786,26012,26012000,1617,2016,2017,inflow,Malheur County total migration-1617,"Malheur County Total Migration-US and Foreign, OR"
158263,Payette County,ID,Malheur County,OR,412,5068,5068000,1617,2016,2017,inflow,Malheur County-Payette County-ID-1617,"Payette County, ID"
158264,Canyon County,ID,Malheur County,OR,226,2804,2804000,1617,2016,2017,inflow,Malheur County-Canyon County-ID-1617,"Canyon County, ID"
158265,Ada County,ID,Malheur County,OR,86,1674,1674000,1617,2016,2017,inflow,Malheur County-Ada County-ID-1617,"Ada County, ID"
158273,Marion County Total Migration-US and Foreign,OR,Marion County,OR,21995,579379,579379000,1617,2016,2017,inflow,Marion County total migration-1617,"Marion County Total Migration-US and Foreign, OR"
158279,Polk County,OR,Marion County,OR,3058,79173,79173000,1617,2016,2017,inflow,Marion County-Polk County-OR-1617,"Polk County, OR"
158280,Clackamas County,OR,Marion County,OR,2554,70252,70252000,1617,2016,2017,inflow,Marion County-Clackamas County-OR-1617,"Clackamas County, OR"
158281,Washington County,OR,Marion County,OR,1868,48969,48969000,1617,2016,2017,inflow,Marion County-Washington County-OR-1617,"Washington County, OR"
158282,Multnomah County,OR,Marion County,OR,1493,41700,41700000,1617,2016,2017,inflow,Marion County-Multnomah County-OR-1617,"Multnomah County, OR"
158283,Linn County,OR,Marion County,OR,1277,31355,31355000,1617,2016,2017,inflow,Marion County-Linn County-OR-1617,"Linn County, OR"
158284,Yamhill County,OR,Marion County,OR,695,19765,19765000,1617,2016,2017,inflow,Marion County-Yamhill County-OR-1617,"Yamhill County, OR"
158285,Lane County,OR,Marion County,OR,536,14886,14886000,1617,2016,2017,inflow,Marion County-Lane County-OR-1617,"Lane County, OR"
158286,Benton County,OR,Marion County,OR,415,12996,12996000,1617,2016,2017,inflow,Marion County-Benton County-OR-1617,"Benton County, OR"
158287,Deschutes County,OR,Marion County,OR,384,10911,10911000,1617,2016,2017,inflow,Marion County-Deschutes County-OR-1617,"Deschutes County, OR"
158288,Clark County,WA,Marion County,OR,376,8814,8814000,1617,2016,2017,inflow,Marion County-Clark County-WA-1617,"Clark County, WA"
158289,Los Angeles County,CA,Marion County,OR,375,8004,8004000,1617,2016,2017,inflow,Marion County-Los Angeles County-CA-1617,"Los Angeles County, CA"
158290,Maricopa County,AZ,Marion County,OR,262,7155,7155000,1617,2016,2017,inflow,Marion County-Maricopa County-AZ-1617,"Maricopa County, AZ"
158291,San Diego County,CA,Marion County,OR,243,6248,6248000,1617,2016,2017,inflow,Marion County-San Diego County-CA-1617,"San Diego County, CA"
158292,King County,WA,Marion County,OR,184,6470,6470000,1617,2016,2017,inflow,Marion County-King County-WA-1617,"King County, WA"
158293,Jackson County,OR,Marion County,OR,187,4420,4420000,1617,2016,2017,inflow,Marion County-Jackson County-OR-1617,"Jackson County, OR"
158294,Lincoln County,OR,Marion County,OR,198,4906,4906000,1617,2016,2017,inflow,Marion County-Lincoln County-OR-1617,"Lincoln County, OR"
158295,Orange County,CA,Marion County,OR,141,4624,4624000,1617,2016,2017,inflow,Marion County-Orange County-CA-1617,"Orange County, CA"
158296,Clark County,NV,Marion County,OR,153,3887,3887000,1617,2016,2017,inflow,Marion County-Clark County-NV-1617,"Clark County, NV"
158297,Douglas County,OR,Marion County,OR,130,2645,2645000,1617,2016,2017,inflow,Marion County-Douglas County-OR-1617,"Douglas County, OR"
158298,Pierce County,WA,Marion County,OR,165,5446,5446000,1617,2016,2017,inflow,Marion County-Pierce County-WA-1617,"Pierce County, WA"
158299,Riverside County,CA,Marion County,OR,155,3130,3130000,1617,2016,2017,inflow,Marion County-Riverside County-CA-1617,"Riverside County, CA"
158300,Santa Clara County,CA,Marion County,OR,123,4452,4452000,1617,2016,2017,inflow,Marion County-Santa Clara County-CA-1617,"Santa Clara County, CA"
158301,Snohomish County,WA,Marion County,OR,128,3151,3151000,1617,2016,2017,inflow,Marion County-Snohomish County-WA-1617,"Snohomish County, WA"
158302,Sacramento County,CA,Marion County,OR,123,3341,3341000,1617,2016,2017,inflow,Marion County-Sacramento County-CA-1617,"Sacramento County, CA"
158303,San Bernardino County,CA,Marion County,OR,114,2510,2510000,1617,2016,2017,inflow,Marion County-San Bernardino County-CA-1617,"San Bernardino County, CA"
158304,Klamath County,OR,Marion County,OR,103,2265,2265000,1617,2016,2017,inflow,Marion County-Klamath County-OR-1617,"Klamath County, OR"
158305,Honolulu County,HI,Marion County,OR,103,2478,2478000,1617,2016,2017,inflow,Marion County-Honolulu County-HI-1617,"Honolulu County, HI"
158306,Alameda County,CA,Marion County,OR,74,2227,2227000,1617,2016,2017,inflow,Marion County-Alameda County-CA-1617,"Alameda County, CA"
158307,Josephine County,OR,Marion County,OR,77,1893,1893000,1617,2016,2017,inflow,Marion County-Josephine County-OR-1617,"Josephine County, OR"
158308,Anchorage Municipality,AK,Marion County,OR,77,2715,2715000,1617,2016,2017,inflow,Marion County-Anchorage Municipality-AK-1617,"Anchorage Municipality, AK"
158309,Washoe County,NV,Marion County,OR,60,1394,1394000,1617,2016,2017,inflow,Marion County-Washoe County-NV-1617,"Washoe County, NV"
158310,Umatilla County,OR,Marion County,OR,88,2016,2016000,1617,2016,2017,inflow,Marion County-Umatilla County-OR-1617,"Umatilla County, OR"
158311,Coos County,OR,Marion County,OR,63,1698,1698000,1617,2016,2017,inflow,Marion County-Coos County-OR-1617,"Coos County, OR"
158312,Thurston County,WA,Marion County,OR,69,2031,2031000,1617,2016,2017,inflow,Marion County-Thurston County-WA-1617,"Thurston County, WA"
158313,Ada County,ID,Marion County,OR,70,2017,2017000,1617,2016,2017,inflow,Marion County-Ada County-ID-1617,"Ada County, ID"
158314,Spokane County,WA,Marion County,OR,72,1467,1467000,1617,2016,2017,inflow,Marion County-Spokane County-WA-1617,"Spokane County, WA"
158315,Pima County,AZ,Marion County,OR,74,1517,1517000,1617,2016,2017,inflow,Marion County-Pima County-AZ-1617,"Pima County, AZ"
158316,Contra Costa County,CA,Marion County,OR,63,3011,3011000,1617,2016,2017,inflow,Marion County-Contra Costa County-CA-1617,"Contra Costa County, CA"
158317,Fresno County,CA,Marion County,OR,64,1411,1411000,1617,2016,2017,inflow,Marion County-Fresno County-CA-1617,"Fresno County, CA"
158318,Kern County,CA,Marion County,OR,73,1694,1694000,1617,2016,2017,inflow,Marion County-Kern County-CA-1617,"Kern County, CA"
158319,Clatsop County,OR,Marion County,OR,56,1322,1322000,1617,2016,2017,inflow,Marion County-Clatsop County-OR-1617,"Clatsop County, OR"
158320,Monterey County,CA,Marion County,OR,66,1219,1219000,1617,2016,2017,inflow,Marion County-Monterey County-CA-1617,"Monterey County, CA"
158321,Ventura County,CA,Marion County,OR,72,1306,1306000,1617,2016,2017,inflow,Marion County-Ventura County-CA-1617,"Ventura County, CA"
158322,Columbia County,OR,Marion County,OR,69,1893,1893000,1617,2016,2017,inflow,Marion County-Columbia County-OR-1617,"Columbia County, OR"
